hpo_id1,hpo_term1,hpo_id2,hpo_term2,similarity_score,inverse_verified_by_llm
HP:0033139,Elevated circulating uracil concentration,HP:0500147,Hypoglutaminemia,0.8186,f
HP:0033139,Elevated circulating uracil concentration,HP:0500150,Hypoglutamatemia,0.8290,f
HP:0033139,Elevated circulating uracil concentration,HP:0500152,Hypocystinemia,0.8385,f
HP:0033139,Elevated circulating uracil concentration,HP:0500154,Hypoalaninemia,0.8268,f
HP:0033139,Elevated circulating uracil concentration,HP:0500157,Hypoasparaginemia,0.8463,f
HP:0033139,Elevated circulating uracil concentration,HP:0500162,Decreased circulating carnosine concentration,0.9421,f
HP:0033139,Elevated circulating uracil concentration,HP:0500163,Hypoornithinemia,0.8397,f
HP:0033139,Elevated circulating uracil concentration,HP:0500182,Hypotaurinemia,0.8341,f
HP:0033142,Long nasal bridge,HP:0003194,Short nasal bridge,0.9864,t
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0001882,Leukopenia,0.7886,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0001888,Lymphopenia,0.7689,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0001913,Granulocytopenia,0.8054,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0001943,Hypoglycemia,0.8405,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0001988,Recurrent hypoglycemia,0.8549,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0002148,Hypophosphatemia,0.8353,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0002720,Decreased circulating IgA concentration,0.8410,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0002850,Decreased circulating total IgM,0.7961,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0002900,Hypokalemia,0.8172,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0002901,Hypocalcemia,0.8545,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0002902,Hyponatremia,0.8516,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0002917,Hypomagnesemia,0.8249,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0002920,Decreased circulating ACTH concentration,0.8370,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0003073,Hypoalbuminemia,0.8505,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0003075,Hypoproteinemia,0.8065,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0003113,Hypochloremia,0.8251,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0003146,Hypocholesterolemia,0.8244,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0003233,Decreased HDL cholesterol concentration,0.8734,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0003234,Decreased circulating carnitine concentration,0.9103,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0003292,Decreased serum leptin,0.8527,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0003351,Decreased circulating renin concentration,0.8677,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0003537,Hypouricemia,0.8358,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0003563,Decreased LDL cholesterol concentration,0.8652,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0003572,Low plasma citrulline,0.8895,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0003658,Hypomethioninemia,0.8615,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0004313,Decreased circulating antibody concentration,0.8626,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0004315,Decreased circulating IgG concentration,0.8351,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0004319,Decreased circulating aldosterone concentration,0.9103,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0005479,Decreased circulating IgE concentration,0.8351,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0005510,Transient erythroblastopenia,0.8134,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0005961,Hypoargininemia,0.8489,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0008163,Decreased circulating cortisol level,0.9040,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0010837,Decreased circulating ceruloplasmin concentration,0.8689,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0010981,Hypolipoproteinemia,0.8185,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0011967,Decreased circulating copper concentration,0.8597,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0012052,Low serum calcitriol,0.8649,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0012053,Decreased circulating calcifediol concentration,0.8719,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0012101,Decreased serum creatinine,0.8666,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0012153,Hypotriglyceridemia,0.8489,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0012277,Hypoglycinemia,0.8493,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0012279,Hyposerinemia,0.8204,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0012417,Hypocapnia,0.7871,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0012418,Hypoxemia,0.7970,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0020222,Hypohomocysteinemia,0.8433,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0030339,Decreased circulating gonadotropin concentration,0.8754,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0030344,Decreased circulating luteinizing hormone level,0.8892,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0030349,Decreased circulating androgen concentration,0.8803,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0030689,Decreased glucagon level,0.8440,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0030985,Decreased serum bile acid concentration,0.9063,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0031242,Decreased circulating chylomicron concentration,0.9033,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0031243,Decreased VLDL cholesterol concentration,0.8511,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0031794,Decreased circulating glycerol level,0.8916,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0031891,Decreased eosinophil count,0.8349,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0031969,Reduced blood urea nitrogen,0.8517,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0032098,Hypomanganesemia,0.8585,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0032210,Decreased circulating free T3,0.8257,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0032363,Decreased circulating corticosterone level,0.9131,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0033445,Reduced circulating acylcarnitine concentration,0.9382,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0033480,Hypobilirubinemia,0.8543,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0034203,Decreased iduronate sulfatase level,0.8979,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0034292,Reduced circulating creatine concentration,0.8994,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0034441,Decreased circulating aspartic acid concentration,0.9053,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0034869,Reduced erythrocyte free porphyrin concentration,0.8734,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0034870,Reduced circulating urocanic acid concentration,0.9269,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0034935,Decreased circulating 7-dehydrocholesterol concentration,0.9077,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0034938,Decreased circulating sialic acid concentration,0.9260,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0040171,Decreased serum testosterone concentration,0.8861,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0040216,Hypoinsulinemia,0.8439,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0045014,Hypolipidemia,0.8031,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0100493,Hypoammonemia,0.8540,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0100507,Reduced blood folate concentration,0.8863,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,0.8858,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0410245,Decreased circulating IgD concentration,0.8322,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0410289,Hypoamylasemia,0.8697,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0410343,Decreased circulating heparan sulfate level,0.8980,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0430073,Decreased circulating beta-carotene concentration,0.9092,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0500132,Hypovalinemia,0.8381,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0500133,Hypotyrosinemia,0.8373,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0500135,Hypotryptophanemia,0.8327,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0500136,Hypothreoninemia,0.8505,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0500139,Hypoprolinemia,0.8226,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0500140,Decreased circulating hydroxyproline concentration,0.9055,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0500141,Hypophenylalaninemia,0.8735,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0500142,Hypolysinemia,0.8287,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0500143,Hypoleucinemia,0.8371,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0500144,Hypoisoleucinemia,0.8610,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0500145,Hypohistidinemia,0.8471,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0500147,Hypoglutaminemia,0.8509,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0500150,Hypoglutamatemia,0.8469,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0500152,Hypocystinemia,0.8458,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0500154,Hypoalaninemia,0.8389,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0500157,Hypoasparaginemia,0.8632,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0500162,Decreased circulating carnosine concentration,0.9009,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0500163,Hypoornithinemia,0.8386,f
HP:0033146,Elevated circulating methylsuccinic acid concentration,HP:0500182,Hypotaurinemia,0.8458,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0001882,Leukopenia,0.7735,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0001888,Lymphopenia,0.7480,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0001913,Granulocytopenia,0.7840,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0001943,Hypoglycemia,0.8126,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0001988,Recurrent hypoglycemia,0.8276,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0002148,Hypophosphatemia,0.7880,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0002720,Decreased circulating IgA concentration,0.9103,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0002850,Decreased circulating total IgM,0.8307,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0002900,Hypokalemia,0.8063,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0002901,Hypocalcemia,0.8284,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0002902,Hyponatremia,0.8101,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0002917,Hypomagnesemia,0.7909,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0002920,Decreased circulating ACTH concentration,0.9162,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0003073,Hypoalbuminemia,0.8173,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0003075,Hypoproteinemia,0.7805,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0003113,Hypochloremia,0.8384,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0003146,Hypocholesterolemia,0.7700,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0003233,Decreased HDL cholesterol concentration,0.8716,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0003234,Decreased circulating carnitine concentration,0.9316,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0003292,Decreased serum leptin,0.8926,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0003351,Decreased circulating renin concentration,0.9339,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0003537,Hypouricemia,0.8118,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0003563,Decreased LDL cholesterol concentration,0.8606,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0003572,Low plasma citrulline,0.8846,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0003658,Hypomethioninemia,0.8349,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0004313,Decreased circulating antibody concentration,0.9116,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0004315,Decreased circulating IgG concentration,0.9008,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0004319,Decreased circulating aldosterone concentration,0.9197,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0005479,Decreased circulating IgE concentration,0.9071,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0005510,Transient erythroblastopenia,0.8073,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0005961,Hypoargininemia,0.8309,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0008163,Decreased circulating cortisol level,0.9302,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0010837,Decreased circulating ceruloplasmin concentration,0.8891,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0010981,Hypolipoproteinemia,0.7823,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0011967,Decreased circulating copper concentration,0.9123,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0012052,Low serum calcitriol,0.8544,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0012053,Decreased circulating calcifediol concentration,0.8736,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0012101,Decreased serum creatinine,0.8780,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0012153,Hypotriglyceridemia,0.8004,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0012277,Hypoglycinemia,0.8155,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0012279,Hyposerinemia,0.8034,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0012417,Hypocapnia,0.7705,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0012418,Hypoxemia,0.8095,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0020222,Hypohomocysteinemia,0.8152,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0030339,Decreased circulating gonadotropin concentration,0.8838,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0030344,Decreased circulating luteinizing hormone level,0.9152,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0030349,Decreased circulating androgen concentration,0.9181,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0030689,Decreased glucagon level,0.8592,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0030985,Decreased serum bile acid concentration,0.9222,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0031242,Decreased circulating chylomicron concentration,0.9243,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0031243,Decreased VLDL cholesterol concentration,0.8654,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0031794,Decreased circulating glycerol level,0.8966,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0031891,Decreased eosinophil count,0.8400,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0031969,Reduced blood urea nitrogen,0.8829,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0032098,Hypomanganesemia,0.8448,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0032210,Decreased circulating free T3,0.8918,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0032363,Decreased circulating corticosterone level,0.9303,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0033445,Reduced circulating acylcarnitine concentration,0.9161,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0033480,Hypobilirubinemia,0.8181,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0034203,Decreased iduronate sulfatase level,0.8933,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0034292,Reduced circulating creatine concentration,0.9164,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0034441,Decreased circulating aspartic acid concentration,0.9423,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0034869,Reduced erythrocyte free porphyrin concentration,0.8893,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0034870,Reduced circulating urocanic acid concentration,0.9566,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0034935,Decreased circulating 7-dehydrocholesterol concentration,0.8892,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0034938,Decreased circulating sialic acid concentration,0.9303,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0040171,Decreased serum testosterone concentration,0.8942,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0040216,Hypoinsulinemia,0.8291,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0045014,Hypolipidemia,0.7789,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0100493,Hypoammonemia,0.8487,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0100507,Reduced blood folate concentration,0.8965,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,0.8870,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0410245,Decreased circulating IgD concentration,0.8962,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0410289,Hypoamylasemia,0.8380,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0410343,Decreased circulating heparan sulfate level,0.9003,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0430073,Decreased circulating beta-carotene concentration,0.9363,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0500132,Hypovalinemia,0.8249,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0500133,Hypotyrosinemia,0.8086,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0500135,Hypotryptophanemia,0.8386,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0500136,Hypothreoninemia,0.8410,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0500139,Hypoprolinemia,0.7980,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0500140,Decreased circulating hydroxyproline concentration,0.8928,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0500141,Hypophenylalaninemia,0.8480,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0500142,Hypolysinemia,0.8076,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0500143,Hypoleucinemia,0.8244,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0500144,Hypoisoleucinemia,0.8524,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0500145,Hypohistidinemia,0.8032,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0500147,Hypoglutaminemia,0.8146,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0500150,Hypoglutamatemia,0.8244,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0500152,Hypocystinemia,0.8237,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0500154,Hypoalaninemia,0.8206,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0500157,Hypoasparaginemia,0.8509,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0500162,Decreased circulating carnosine concentration,0.9337,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0500163,Hypoornithinemia,0.8237,f
HP:0033148,Increased circulating isovaleric acid concentration,HP:0500182,Hypotaurinemia,0.8378,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0001882,Leukopenia,0.7654,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0001888,Lymphopenia,0.7497,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0001913,Granulocytopenia,0.7927,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0001943,Hypoglycemia,0.8160,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0001988,Recurrent hypoglycemia,0.8314,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0002148,Hypophosphatemia,0.8266,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0002720,Decreased circulating IgA concentration,0.8235,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0002850,Decreased circulating total IgM,0.7856,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0002900,Hypokalemia,0.7989,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0002901,Hypocalcemia,0.8293,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0002902,Hyponatremia,0.8238,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0002917,Hypomagnesemia,0.8316,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0002920,Decreased circulating ACTH concentration,0.8286,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0003073,Hypoalbuminemia,0.8458,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0003075,Hypoproteinemia,0.7986,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0003113,Hypochloremia,0.8138,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0003146,Hypocholesterolemia,0.8088,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0003233,Decreased HDL cholesterol concentration,0.8632,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0003234,Decreased circulating carnitine concentration,0.9099,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0003292,Decreased serum leptin,0.8306,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0003351,Decreased circulating renin concentration,0.8560,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0003537,Hypouricemia,0.8128,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0003563,Decreased LDL cholesterol concentration,0.8511,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0003572,Low plasma citrulline,0.8747,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0003658,Hypomethioninemia,0.8472,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0004313,Decreased circulating antibody concentration,0.8382,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0004315,Decreased circulating IgG concentration,0.8236,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0004319,Decreased circulating aldosterone concentration,0.8922,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0005479,Decreased circulating IgE concentration,0.8155,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0005510,Transient erythroblastopenia,0.8060,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0005961,Hypoargininemia,0.8365,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0008163,Decreased circulating cortisol level,0.8725,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0010837,Decreased circulating ceruloplasmin concentration,0.8811,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0010981,Hypolipoproteinemia,0.8217,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0011967,Decreased circulating copper concentration,0.8380,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0012052,Low serum calcitriol,0.8598,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0012053,Decreased circulating calcifediol concentration,0.8807,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0012101,Decreased serum creatinine,0.8482,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0012153,Hypotriglyceridemia,0.8350,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0012277,Hypoglycinemia,0.8287,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0012279,Hyposerinemia,0.8056,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0012417,Hypocapnia,0.7711,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0012418,Hypoxemia,0.7697,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0020222,Hypohomocysteinemia,0.8460,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0030339,Decreased circulating gonadotropin concentration,0.8587,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0030344,Decreased circulating luteinizing hormone level,0.8820,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0030349,Decreased circulating androgen concentration,0.8593,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0030689,Decreased glucagon level,0.8225,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0030985,Decreased serum bile acid concentration,0.8691,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0031242,Decreased circulating chylomicron concentration,0.8933,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0031243,Decreased VLDL cholesterol concentration,0.8482,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0031794,Decreased circulating glycerol level,0.8725,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0031891,Decreased eosinophil count,0.8217,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0031969,Reduced blood urea nitrogen,0.8267,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0032098,Hypomanganesemia,0.8583,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0032210,Decreased circulating free T3,0.8108,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0032363,Decreased circulating corticosterone level,0.8831,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0033445,Reduced circulating acylcarnitine concentration,0.9580,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0033480,Hypobilirubinemia,0.8618,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0034203,Decreased iduronate sulfatase level,0.8767,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0034292,Reduced circulating creatine concentration,0.8779,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0034441,Decreased circulating aspartic acid concentration,0.8861,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0034869,Reduced erythrocyte free porphyrin concentration,0.8656,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0034870,Reduced circulating urocanic acid concentration,0.9038,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0034935,Decreased circulating 7-dehydrocholesterol concentration,0.9075,f
HP:0033153,Elevated circulating dodecenoylcarnitine concentration,HP:0034938,Decreased circulating sialic acid concentration,0.9034,f
