hpo_id,hpo_term,bearer_iri,quality_iri
HP:3000075,Abnormal lingual nerve morphology,UBERON:0003721,PATO:0000460
HP:0011392,Abnormality of the vestibular nerve,UBERON:0003723,PATO:0000001
HP:0011392,Abnormality of the vestibular nerve,UBERON:0003723,PATO:0000460
HP:0011393,Aplasia of the vestibular nerve.,UBERON:0003723,PATO:0000460
HP:0011394,Hypoplasia of the vestibular nerve,UBERON:0003723,PATO:0000460
HP:0011393,Aplasia of the vestibular nerve.,UBERON:0003723,PATO:0000462
HP:0011394,Hypoplasia of the vestibular nerve,UBERON:0003723,PATO:0000645
HP:3000035,Abnormality of cervical plexus,UBERON:0003725,PATO:0000001
HP:3000035,Abnormality of cervical plexus,UBERON:0003725,PATO:0000460
HP:0045026,Abnormal mediastinum morphology,UBERON:0003728,PATO:0000001
HP:0045026,Abnormal mediastinum morphology,UBERON:0003728,PATO:0000460
HP:0100669,Abnormal pigmentation of the oral mucosa,UBERON:0003729,PATO:0000001
HP:0011830,Abnormal oral mucosa morphology,UBERON:0003729,PATO:0000051
HP:3000019,Abnormal buccal mucosa morphology,UBERON:0003729,PATO:0000051
HP:0010280,Stomatitis,UBERON:0003729,PATO:0000460
HP:0011830,Abnormal oral mucosa morphology,UBERON:0003729,PATO:0000460
HP:0100669,Abnormal pigmentation of the oral mucosa,UBERON:0003729,PATO:0000460
HP:3000019,Abnormal buccal mucosa morphology,UBERON:0003729,PATO:0000460
HP:0010280,Stomatitis,UBERON:0003729,PATO:0000912
HP:0001454,Abnormality of the upper arm,UBERON:0003822,PATO:0000001
HP:0001454,Abnormality of the upper arm,UBERON:0003822,PATO:0000460
HP:0004991,Rhizomelic arm shortening,UBERON:0003822,PATO:0000460
HP:0008948,Proximal upper limb amyotrophy,UBERON:0003822,PATO:0000460
HP:0008948,Proximal upper limb amyotrophy,UBERON:0003822,PATO:0001623
HP:0002981,Abnormality of the calf,UBERON:0003823,PATO:0000001
HP:0002979,Bowing of the legs,UBERON:0003823,PATO:0000406
HP:0002970,Genu varum,UBERON:0003823,PATO:0000460
HP:0002979,Bowing of the legs,UBERON:0003823,PATO:0000460
HP:0002981,Abnormality of the calf,UBERON:0003823,PATO:0000460
HP:0008962,Calf muscle hypoplasia,UBERON:0003823,PATO:0000460
HP:0008981,Calf muscle hypertrophy,UBERON:0003823,PATO:0000460
HP:0002970,Genu varum,UBERON:0003823,PATO:0001649
HP:0006256,Abnormality of hand joint mobility,UBERON:0003839,PATO:0000004
HP:0006256,Abnormality of hand joint mobility,UBERON:0003839,PATO:0000460
HP:0100360,Upper-limb joint contracture,UBERON:0003839,PATO:0000460
HP:0100360,Upper-limb joint contracture,UBERON:0003839,PATO:0000574
HP:0100491,Abnormality of lower limb joint,UBERON:0003840,PATO:0000001
HP:0100491,Abnormality of lower limb joint,UBERON:0003840,PATO:0000460
HP:0010336,Abnormality of the phalanges of the 4th toe,UBERON:0003862,PATO:0000001
HP:0010374,Curved 4th toe phalanx,UBERON:0003862,PATO:0000406
HP:0010336,Abnormality of the phalanges of the 4th toe,UBERON:0003862,PATO:0000460
HP:0010371,Aplasia/Hypoplasia of the phalanges of the 4th toe,UBERON:0003862,PATO:0000460
HP:0010372,Broad phalanges of the 4th toe,UBERON:0003862,PATO:0000460
HP:0010373,Bullet-shaped 4th toe phalanx,UBERON:0003862,PATO:0000460
HP:0010374,Curved 4th toe phalanx,UBERON:0003862,PATO:0000460
HP:0010375,Osteolytic defects of the phalanges of the 4th toe,UBERON:0003862,PATO:0000460
HP:0010376,Patchy sclerosis of 4th toe phalanx,UBERON:0003862,PATO:0000460
HP:0010377,Symphalangism affecting the phalanges of the 4th toe,UBERON:0003862,PATO:0000460
HP:0010378,Triangular shaped phalanges of the 4th toe,UBERON:0003862,PATO:0000460
HP:0010379,Duplication of phalanx of the 4th toe,UBERON:0003862,PATO:0000460
HP:0100363,Aplasia of the phalanges of the 4th toe,UBERON:0003862,PATO:0000460
HP:0100367,Short phalanx of the 4th toe,UBERON:0003862,PATO:0000460
HP:0100928,Sclerosis of 4th toe phalanx,UBERON:0003862,PATO:0000460
HP:0010376,Patchy sclerosis of 4th toe phalanx,UBERON:0003862,PATO:0000470
HP:0100928,Sclerosis of 4th toe phalanx,UBERON:0003862,PATO:0000470
HP:0100367,Short phalanx of the 4th toe,UBERON:0003862,PATO:0000574
HP:0010372,Broad phalanges of the 4th toe,UBERON:0003862,PATO:0000600
HP:0010377,Symphalangism affecting the phalanges of the 4th toe,UBERON:0003862,PATO:0000642
HP:0010375,Osteolytic defects of the phalanges of the 4th toe,UBERON:0003862,PATO:0000911
HP:0010379,Duplication of phalanx of the 4th toe,UBERON:0003862,PATO:0001473
HP:0100363,Aplasia of the phalanges of the 4th toe,UBERON:0003862,PATO:0001483
HP:0010376,Patchy sclerosis of 4th toe phalanx,UBERON:0003862,PATO:0001608
HP:0010378,Triangular shaped phalanges of the 4th toe,UBERON:0003862,PATO:0001875
HP:0010373,Bullet-shaped 4th toe phalanx,UBERON:0003862,PATO:0002087
HP:0010371,Aplasia/Hypoplasia of the phalanges of the 4th toe,UBERON:0003862,PATO:0002290
HP:0010342,Abnormality of the phalanges of the 5th toe,UBERON:0003863,PATO:0000001
HP:0010386,Curved 5th toe phalanx,UBERON:0003863,PATO:0000406
HP:0010342,Abnormality of the phalanges of the 5th toe,UBERON:0003863,PATO:0000460
HP:0010383,Aplasia/Hypoplasia of the phalanges of the 5th toe,UBERON:0003863,PATO:0000460
HP:0010384,Broad phalanges of the 5th toe,UBERON:0003863,PATO:0000460
HP:0010385,Bullet-shaped 5th toe phalanx,UBERON:0003863,PATO:0000460
HP:0010386,Curved 5th toe phalanx,UBERON:0003863,PATO:0000460
HP:0010387,Osteolytic defects of the phalanges of the 5th toe,UBERON:0003863,PATO:0000460
HP:0010388,Patchy sclerosis of 5th toe phalanx,UBERON:0003863,PATO:0000460
HP:0010389,Symphalangism affecting the phalanges of the 5th toe,UBERON:0003863,PATO:0000460
HP:0010390,Triangular shaped phalanges of the 5th toe,UBERON:0003863,PATO:0000460
HP:0010391,Duplication of the phalanges of the 5th toe,UBERON:0003863,PATO:0000460
HP:0100364,Aplasia of the phalanges of the 5th toe,UBERON:0003863,PATO:0000460
HP:0100368,Short phalanx of the 5th toe,UBERON:0003863,PATO:0000460
HP:0100929,Sclerosis of 5th toe phalanx,UBERON:0003863,PATO:0000460
HP:0010388,Patchy sclerosis of 5th toe phalanx,UBERON:0003863,PATO:0000470
HP:0100929,Sclerosis of 5th toe phalanx,UBERON:0003863,PATO:0000470
HP:0100368,Short phalanx of the 5th toe,UBERON:0003863,PATO:0000574
HP:0010384,Broad phalanges of the 5th toe,UBERON:0003863,PATO:0000600
HP:0010389,Symphalangism affecting the phalanges of the 5th toe,UBERON:0003863,PATO:0000642
HP:0010387,Osteolytic defects of the phalanges of the 5th toe,UBERON:0003863,PATO:0000911
HP:0010391,Duplication of the phalanges of the 5th toe,UBERON:0003863,PATO:0001473
HP:0100364,Aplasia of the phalanges of the 5th toe,UBERON:0003863,PATO:0001483
HP:0010388,Patchy sclerosis of 5th toe phalanx,UBERON:0003863,PATO:0001608
HP:0010390,Triangular shaped phalanges of the 5th toe,UBERON:0003863,PATO:0001875
HP:0010385,Bullet-shaped 5th toe phalanx,UBERON:0003863,PATO:0002087
HP:0010383,Aplasia/Hypoplasia of the phalanges of the 5th toe,UBERON:0003863,PATO:0002290
HP:0010244,Abnormality of the epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0000001
HP:0009833,Abnormal middle phalanx morphology of the hand,UBERON:0003864,PATO:0000051
HP:0009846,Curved middle phalanges of the hand,UBERON:0003864,PATO:0000406
HP:0005844,Rounded middle phalanx of finger,UBERON:0003864,PATO:0000411
HP:0001204,Distal symphalangism of hands,UBERON:0003864,PATO:0000460
HP:0005819,Short middle phalanx of finger,UBERON:0003864,PATO:0000460
HP:0005844,Rounded middle phalanx of finger,UBERON:0003864,PATO:0000460
HP:0009833,Abnormal middle phalanx morphology of the hand,UBERON:0003864,PATO:0000460
HP:0009843,Aplasia/Hypoplasia of the middle phalanges of the hand,UBERON:0003864,PATO:0000460
HP:0009844,Broad middle phalanx of finger,UBERON:0003864,PATO:0000460
HP:0009845,Bullet-shaped middle phalanges of the hand,UBERON:0003864,PATO:0000460
HP:0009846,Curved middle phalanges of the hand,UBERON:0003864,PATO:0000460
HP:0009847,Osteolytic defects of the middle phalanges of the hand,UBERON:0003864,PATO:0000460
HP:0009848,Patchy sclerosis of middle phalanx of finger,UBERON:0003864,PATO:0000460
HP:0009850,Triangular shaped middle phalanges of the hand,UBERON:0003864,PATO:0000460
HP:0010002,Complete duplication of the middle phalanges of the hand,UBERON:0003864,PATO:0000460
HP:0010239,Aplasia of the middle phalanx of the hand,UBERON:0003864,PATO:0000460
HP:0010244,Abnormality of the epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0000460
HP:0010257,Absent epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0000460
HP:0010258,Bracket epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0000460
HP:0010259,Cone-shaped epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0000460
HP:0010260,Enlarged epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0000460
HP:0010261,Fragmentation of the epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0000460
HP:0010262,Irregular epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0000460
HP:0010263,Ivory epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0000460
HP:0010264,Pseudoepiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0000460
HP:0010265,Small epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0000460
HP:0010266,Stippling of the epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0000460
HP:0010267,Triangular epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0000460
HP:0012295,Slender middle phalanx of finger,UBERON:0003864,PATO:0000460
HP:0012298,Long middle phalanx of finger,UBERON:0003864,PATO:0000460
HP:0041236,Fractured middle finger phalanx,UBERON:0003864,PATO:0000460
HP:0100916,Sclerosis of middle finger phalanx,UBERON:0003864,PATO:0000460
HP:0009848,Patchy sclerosis of middle phalanx of finger,UBERON:0003864,PATO:0000470
HP:0100916,Sclerosis of middle finger phalanx,UBERON:0003864,PATO:0000470
HP:0012298,Long middle phalanx of finger,UBERON:0003864,PATO:0000573
HP:0005819,Short middle phalanx of finger,UBERON:0003864,PATO:0000574
HP:0010260,Enlarged epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0000586
HP:0010265,Small epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0000587
HP:0009844,Broad middle phalanx of finger,UBERON:0003864,PATO:0000600
HP:0001204,Distal symphalangism of hands,UBERON:0003864,PATO:0000642
HP:0009847,Osteolytic defects of the middle phalanges of the hand,UBERON:0003864,PATO:0000911
HP:0010261,Fragmentation of the epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0001444
HP:0010002,Complete duplication of the middle phalanges of the hand,UBERON:0003864,PATO:0001473
HP:0010239,Aplasia of the middle phalanx of the hand,UBERON:0003864,PATO:0001483
HP:0010266,Stippling of the epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0001512
HP:0009848,Patchy sclerosis of middle phalanx of finger,UBERON:0003864,PATO:0001608
HP:0009850,Triangular shaped middle phalanges of the hand,UBERON:0003864,PATO:0001875
HP:0010267,Triangular epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0001875
HP:0010257,Absent epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0002000
HP:0010259,Cone-shaped epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0002021
HP:0009845,Bullet-shaped middle phalanges of the hand,UBERON:0003864,PATO:0002087
HP:0010262,Irregular epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0002141
HP:0010258,Bracket epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0002142
HP:0010263,Ivory epiphyses of the middle phalanges of the hand,UBERON:0003864,PATO:0002149
HP:0012295,Slender middle phalanx of finger,UBERON:0003864,PATO:0002212
HP:0009843,Aplasia/Hypoplasia of the middle phalanges of the hand,UBERON:0003864,PATO:0002290
HP:0041236,Fractured middle finger phalanx,UBERON:0003864,PATO:0040034
HP:0010243,Abnormality of the epiphyses of the distal phalanx of finger,UBERON:0003865,PATO:0000001
HP:0009832,Abnormal distal phalanx morphology of finger,UBERON:0003865,PATO:0000051
HP:0009838,Curved distal phalanges of the hand,UBERON:0003865,PATO:0000406
HP:0001204,Distal symphalangism of hands,UBERON:0003865,PATO:0000460
HP:0005807,Absent distal phalanges,UBERON:0003865,PATO:0000460
HP:0009832,Abnormal distal phalanx morphology of finger,UBERON:0003865,PATO:0000460
HP:0009835,Aplasia/Hypoplasia of the distal phalanges of the hand,UBERON:0003865,PATO:0000460
HP:0009836,Broad distal phalanx of finger,UBERON:0003865,PATO:0000460
HP:0009837,Bullet-shaped distal phalanges of the hand,UBERON:0003865,PATO:0000460
HP:0009838,Curved distal phalanges of the hand,UBERON:0003865,PATO:0000460
HP:0009839,Osteolytic defects of the distal phalanges of the hand,UBERON:0003865,PATO:0000460
HP:0009840,Patchy sclerosis of distal phalanx of finger,UBERON:0003865,PATO:0000460
HP:0009875,Triangular shaped distal phalanges of the hand,UBERON:0003865,PATO:0000460
HP:0009881,Aplasia of the distal phalanges of the hand,UBERON:0003865,PATO:0000460
HP:0009882,Short distal phalanx of finger,UBERON:0003865,PATO:0000460
HP:0009884,Tapered distal phalanges of finger,UBERON:0003865,PATO:0000460
HP:0010001,Complete duplication of the distal phalanges of the hand,UBERON:0003865,PATO:0000460
HP:0010243,Abnormality of the epiphyses of the distal phalanx of finger,UBERON:0003865,PATO:0000460
HP:0010246,Absent epiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0000460
HP:0010247,Bracket epiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0000460
HP:0010248,Cone-shaped epiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0000460
HP:0010249,Enlarged epiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0000460
HP:0010250,Fragmentation of the epiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0000460
HP:0010251,Irregular epiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0000460
HP:0010252,Ivory epiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0000460
HP:0010253,Pseudoepiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0000460
HP:0010254,Small epiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0000460
HP:0010255,Stippling of the epiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0000460
HP:0010256,Triangular epiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0000460
HP:0012296,Slender distal phalanx of finger,UBERON:0003865,PATO:0000460
HP:0012299,Long distal phalanx of finger,UBERON:0003865,PATO:0000460
HP:0041174,Fractured distal finger phalanx,UBERON:0003865,PATO:0000460
HP:0100915,Sclerosis of distal finger phalanx,UBERON:0003865,PATO:0000460
HP:0005807,Absent distal phalanges,UBERON:0003865,PATO:0000462
HP:0010246,Absent epiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0000462
HP:0009840,Patchy sclerosis of distal phalanx of finger,UBERON:0003865,PATO:0000470
HP:0100915,Sclerosis of distal finger phalanx,UBERON:0003865,PATO:0000470
HP:0012299,Long distal phalanx of finger,UBERON:0003865,PATO:0000573
HP:0009882,Short distal phalanx of finger,UBERON:0003865,PATO:0000574
HP:0010249,Enlarged epiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0000586
HP:0010254,Small epiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0000587
HP:0009836,Broad distal phalanx of finger,UBERON:0003865,PATO:0000600
HP:0001204,Distal symphalangism of hands,UBERON:0003865,PATO:0000642
HP:0009839,Osteolytic defects of the distal phalanges of the hand,UBERON:0003865,PATO:0000911
HP:0010250,Fragmentation of the epiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0001444
HP:0010001,Complete duplication of the distal phalanges of the hand,UBERON:0003865,PATO:0001473
HP:0009881,Aplasia of the distal phalanges of the hand,UBERON:0003865,PATO:0001483
HP:0009884,Tapered distal phalanges of finger,UBERON:0003865,PATO:0001500
HP:0010255,Stippling of the epiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0001512
HP:0009840,Patchy sclerosis of distal phalanx of finger,UBERON:0003865,PATO:0001608
HP:0009875,Triangular shaped distal phalanges of the hand,UBERON:0003865,PATO:0001875
HP:0010256,Triangular epiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0001875
HP:0010248,Cone-shaped epiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0002021
HP:0009837,Bullet-shaped distal phalanges of the hand,UBERON:0003865,PATO:0002087
HP:0010251,Irregular epiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0002141
HP:0010247,Bracket epiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0002142
HP:0010252,Ivory epiphyses of the distal phalanges of the hand,UBERON:0003865,PATO:0002149
HP:0012296,Slender distal phalanx of finger,UBERON:0003865,PATO:0002212
HP:0009835,Aplasia/Hypoplasia of the distal phalanges of the hand,UBERON:0003865,PATO:0002290
HP:0041174,Fractured distal finger phalanx,UBERON:0003865,PATO:0040034
HP:0010183,Abnormality of the middle phalanges of the toes,UBERON:0003866,PATO:0000001
HP:0010197,Curved middle toe phalanx,UBERON:0003866,PATO:0000406
HP:0003795,Short middle phalanx of toe,UBERON:0003866,PATO:0000460
HP:0010183,Abnormality of the middle phalanges of the toes,UBERON:0003866,PATO:0000460
HP:0010194,Aplasia/Hypoplasia of the middle phalanges of the toes,UBERON:0003866,PATO:0000460
HP:0010195,Broad middle phalanges of the toes,UBERON:0003866,PATO:0000460
HP:0010196,Bullet-shaped middle toe phalanx,UBERON:0003866,PATO:0000460
HP:0010197,Curved middle toe phalanx,UBERON:0003866,PATO:0000460
HP:0010198,Osteolytic defects of the middle phalanges of the toes,UBERON:0003866,PATO:0000460
HP:0010199,Patchy sclerosis of middle toe phalanx,UBERON:0003866,PATO:0000460
HP:0010200,Symphalangism affecting the middle phalanges of the toes,UBERON:0003866,PATO:0000460
HP:0010201,Triangular shaped middle phalanges of the toes,UBERON:0003866,PATO:0000460
HP:0010202,Duplication of middle phalanx of toe,UBERON:0003866,PATO:0000460
HP:0041175,Fractured middle phalanx of pes,UBERON:0003866,PATO:0000460
HP:0100387,Aplasia of the middle phalanges of the toes,UBERON:0003866,PATO:0000460
HP:0100947,Sclerosis of middle toe phalanx,UBERON:0003866,PATO:0000460
HP:0010199,Patchy sclerosis of middle toe phalanx,UBERON:0003866,PATO:0000470
HP:0100947,Sclerosis of middle toe phalanx,UBERON:0003866,PATO:0000470
HP:0003795,Short middle phalanx of toe,UBERON:0003866,PATO:0000574
HP:0010195,Broad middle phalanges of the toes,UBERON:0003866,PATO:0000600
HP:0010200,Symphalangism affecting the middle phalanges of the toes,UBERON:0003866,PATO:0000642
HP:0010198,Osteolytic defects of the middle phalanges of the toes,UBERON:0003866,PATO:0000911
HP:0010202,Duplication of middle phalanx of toe,UBERON:0003866,PATO:0001473
HP:0100387,Aplasia of the middle phalanges of the toes,UBERON:0003866,PATO:0001483
HP:0010199,Patchy sclerosis of middle toe phalanx,UBERON:0003866,PATO:0001608
HP:0010201,Triangular shaped middle phalanges of the toes,UBERON:0003866,PATO:0001875
HP:0010196,Bullet-shaped middle toe phalanx,UBERON:0003866,PATO:0002087
HP:0010194,Aplasia/Hypoplasia of the middle phalanges of the toes,UBERON:0003866,PATO:0002290
HP:0041175,Fractured middle phalanx of pes,UBERON:0003866,PATO:0040034
HP:0010182,Abnormality of the distal phalanges of the toes,UBERON:0003867,PATO:0000001
HP:0001853,Bifid distal phalanx of toe,UBERON:0003867,PATO:0000403
HP:0010188,Curved distal toe phalanx,UBERON:0003867,PATO:0000406
HP:0001853,Bifid distal phalanx of toe,UBERON:0003867,PATO:0000460
HP:0001857,Short distal phalanx of toe,UBERON:0003867,PATO:0000460
HP:0010182,Abnormality of the distal phalanges of the toes,UBERON:0003867,PATO:0000460
HP:0010185,Aplasia/Hypoplasia of the distal phalanges of the toes,UBERON:0003867,PATO:0000460
HP:0010186,Broad distal phalanx of the toes,UBERON:0003867,PATO:0000460
HP:0010187,Bullet-shaped distal toe phalanx,UBERON:0003867,PATO:0000460
HP:0010188,Curved distal toe phalanx,UBERON:0003867,PATO:0000460
HP:0010189,Osteolytic defects of the distal phalanges of the toes,UBERON:0003867,PATO:0000460
HP:0010190,Patchy sclerosis of distal toe phalanx,UBERON:0003867,PATO:0000460
HP:0010191,Symphalangism affecting the distal phalanges of the toes,UBERON:0003867,PATO:0000460
HP:0010192,Triangular shaped distal phalanges of the toes,UBERON:0003867,PATO:0000460
HP:0010193,Duplication of distal phalanx of toe,UBERON:0003867,PATO:0000460
HP:0010645,Aplasia of the distal phalanges of the toes,UBERON:0003867,PATO:0000460
HP:0100948,Sclerosis of distal toe phalanx,UBERON:0003867,PATO:0000460
HP:0010190,Patchy sclerosis of distal toe phalanx,UBERON:0003867,PATO:0000470
HP:0100948,Sclerosis of distal toe phalanx,UBERON:0003867,PATO:0000470
HP:0001857,Short distal phalanx of toe,UBERON:0003867,PATO:0000574
HP:0010186,Broad distal phalanx of the toes,UBERON:0003867,PATO:0000600
HP:0010191,Symphalangism affecting the distal phalanges of the toes,UBERON:0003867,PATO:0000642
HP:0010189,Osteolytic defects of the distal phalanges of the toes,UBERON:0003867,PATO:0000911
HP:0010193,Duplication of distal phalanx of toe,UBERON:0003867,PATO:0001473
HP:0010645,Aplasia of the distal phalanges of the toes,UBERON:0003867,PATO:0001483
HP:0010190,Patchy sclerosis of distal toe phalanx,UBERON:0003867,PATO:0001608
HP:0010192,Triangular shaped distal phalanges of the toes,UBERON:0003867,PATO:0001875
HP:0010187,Bullet-shaped distal toe phalanx,UBERON:0003867,PATO:0002087
HP:0010185,Aplasia/Hypoplasia of the distal phalanges of the toes,UBERON:0003867,PATO:0002290
HP:0010184,Abnormality of toe proximal phalanx,UBERON:0003868,PATO:0000001
HP:0010206,Curved proximal toe phalanx,UBERON:0003868,PATO:0000406
HP:0006208,Metaphyseal cupping of proximal phalanges,UBERON:0003868,PATO:0000460
HP:0010184,Abnormality of toe proximal phalanx,UBERON:0003868,PATO:0000460
HP:0010203,Aplasia/hypoplasia of proximal toe phalanx,UBERON:0003868,PATO:0000460
HP:0010204,Broad proximal phalanx of toe,UBERON:0003868,PATO:0000460
HP:0010205,Bullet-shaped proximal toe phalanx,UBERON:0003868,PATO:0000460
HP:0010206,Curved proximal toe phalanx,UBERON:0003868,PATO:0000460
HP:0010207,Osteolytic defect of the proximal toe phalanx,UBERON:0003868,PATO:0000460
HP:0010208,Patchy sclerosis of proximal toe phalanx,UBERON:0003868,PATO:0000460
HP:0010209,Symphalangism affecting the proximal phalanges of the toes,UBERON:0003868,PATO:0000460
HP:0010210,Triangular shaped proximal phalanges of the toes,UBERON:0003868,PATO:0000460
HP:0010211,Duplication of proximal phalanx of toe,UBERON:0003868,PATO:0000460
HP:0011928,Short proximal phalanx of toe,UBERON:0003868,PATO:0000460
HP:0100388,Aplasia of the proximal phalanges of the toes,UBERON:0003868,PATO:0000460
HP:0100946,Sclerosis of proximal toe phalanx,UBERON:0003868,PATO:0000460
HP:0010208,Patchy sclerosis of proximal toe phalanx,UBERON:0003868,PATO:0000470
HP:0100946,Sclerosis of proximal toe phalanx,UBERON:0003868,PATO:0000470
HP:0011928,Short proximal phalanx of toe,UBERON:0003868,PATO:0000574
HP:0010204,Broad proximal phalanx of toe,UBERON:0003868,PATO:0000600
HP:0010209,Symphalangism affecting the proximal phalanges of the toes,UBERON:0003868,PATO:0000642
HP:0010207,Osteolytic defect of the proximal toe phalanx,UBERON:0003868,PATO:0000911
HP:0010211,Duplication of proximal phalanx of toe,UBERON:0003868,PATO:0001473
HP:0100388,Aplasia of the proximal phalanges of the toes,UBERON:0003868,PATO:0001483
HP:0010208,Patchy sclerosis of proximal toe phalanx,UBERON:0003868,PATO:0001608
HP:0010210,Triangular shaped proximal phalanges of the toes,UBERON:0003868,PATO:0001875
HP:0010205,Bullet-shaped proximal toe phalanx,UBERON:0003868,PATO:0002087
HP:0010203,Aplasia/hypoplasia of proximal toe phalanx,UBERON:0003868,PATO:0002290
HP:0011027,Abnormal fallopian tube morphology,UBERON:0003889,PATO:0000051
HP:0008655,Aplasia/Hypoplasia of the fallopian tube,UBERON:0003889,PATO:0000460
HP:0008697,Hypoplasia of the fallopian tube,UBERON:0003889,PATO:0000460
HP:0011027,Abnormal fallopian tube morphology,UBERON:0003889,PATO:0000460
HP:0032073,Aplasia of the fallopian tube,UBERON:0003889,PATO:0000460
HP:0008697,Hypoplasia of the fallopian tube,UBERON:0003889,PATO:0000645
HP:0032073,Aplasia of the fallopian tube,UBERON:0003889,PATO:0001483
HP:0008655,Aplasia/Hypoplasia of the fallopian tube,UBERON:0003889,PATO:0002290
HP:0040286,Abnormal axial muscle morphology,UBERON:0003897,PATO:0000001
HP:0003327,Axial muscle weakness,UBERON:0003897,PATO:0000460
HP:0006921,Axial muscle stiffness,UBERON:0003897,PATO:0000460
HP:0040286,Abnormal axial muscle morphology,UBERON:0003897,PATO:0000460
HP:0040287,Axial muscle atrophy,UBERON:0003897,PATO:0000460
HP:0006921,Axial muscle stiffness,UBERON:0003897,PATO:0000632
HP:0006921,Axial muscle stiffness,UBERON:0003897,PATO:0001545
HP:0040287,Axial muscle atrophy,UBERON:0003897,PATO:0001623
HP:0003327,Axial muscle weakness,UBERON:0003897,PATO:0001779
HP:0001098,Abnormal fundus morphology,UBERON:0003951,PATO:0000051
HP:0031605,Abnormality of fundus pigmentation,UBERON:0003951,PATO:0000051
HP:0001098,Abnormal fundus morphology,UBERON:0003951,PATO:0000460
HP:0001099,Fundus atrophy,UBERON:0003951,PATO:0000460
HP:0007680,Depigmented fundus,UBERON:0003951,PATO:0000460
HP:0007894,Hypopigmentation of the fundus,UBERON:0003951,PATO:0000460
HP:0008057,Aplasia/Hypoplasia affecting the fundus,UBERON:0003951,PATO:0000460
HP:0011512,Hyperpigmentation of the fundus,UBERON:0003951,PATO:0000460
HP:0031605,Abnormality of fundus pigmentation,UBERON:0003951,PATO:0000460
HP:0031803,Fundus hemorrhage,UBERON:0003951,PATO:0000460
HP:0007680,Depigmented fundus,UBERON:0003951,PATO:0000462
HP:0031803,Fundus hemorrhage,UBERON:0003951,PATO:0000470
HP:0007894,Hypopigmentation of the fundus,UBERON:0003951,PATO:0000911
HP:0011512,Hyperpigmentation of the fundus,UBERON:0003951,PATO:0000912
HP:0001099,Fundus atrophy,UBERON:0003951,PATO:0001623
HP:0008057,Aplasia/Hypoplasia affecting the fundus,UBERON:0003951,PATO:0002290
HP:0000008,Abnormal morphology of female internal genitalia,UBERON:0003975,PATO:0000051
HP:0000008,Abnormal morphology of female internal genitalia,UBERON:0003975,PATO:0000460
HP:0012880,Abnormal labia minora morphology,UBERON:0004014,PATO:0000051
HP:0000063,Fused labia minora,UBERON:0004014,PATO:0000460
HP:0000064,Hypoplastic labia minora,UBERON:0004014,PATO:0000460
HP:0008683,Enlarged labia minora,UBERON:0004014,PATO:0000460
HP:0012880,Abnormal labia minora morphology,UBERON:0004014,PATO:0000460
HP:0008683,Enlarged labia minora,UBERON:0004014,PATO:0000586
HP:0000063,Fused labia minora,UBERON:0004014,PATO:0000642
HP:0000064,Hypoplastic labia minora,UBERON:0004014,PATO:0000645
