hpo_id1,hpo_term1,hpo_id2,hpo_term2,inverse_verified_by_llm_openai,inverse_verified_by_llm_deepseek,inverse_verified_by_llm_claude,inverse_verified_by_llm_llama,inverse_verified_by_llm_gemini,inverse_verified_by_llm_grok,inverse_verified_by_llm_qwen
HP:0010906,Hyperhistidinemia,HP:0500237,Decreased CSF histidine concentration,yes,no,no,yes,yes,no,no
HP:0010911,Hyperleucinemia,HP:0500143,Hypoleucinemia,yes,yes,yes,yes,yes,yes,no
HP:0010911,Hyperleucinemia,HP:0500190,Decreased CSF leucine concentration,yes,no,no,yes,yes,no,no
HP:0010913,Hyperisoleucinemia,HP:0500194,Decreased CSF isoleucine concentration,yes,no,no,no,yes,no,no
HP:0010980,Hyperlipoproteinemia,HP:0010981,Hypolipoproteinemia,yes,yes,yes,yes,yes,yes,no
HP:0011788,Increased circulating free T3,HP:0032210,Decreased circulating free T3,yes,yes,yes,yes,yes,yes,no
HP:0011935,Decreased urinary urate,HP:0410199,Increased CSF urate concentration,no,no,no,no,no,no,yes
HP:0011967,Decreased circulating copper concentration,HP:0012676,Copper accumulation in brain,no,yes,no,no,no,no,no
HP:0011967,Decreased circulating copper concentration,HP:0025321,Copper accumulation in liver,no,no,no,no,no,no,yes
HP:0011967,Decreased circulating copper concentration,HP:0032254,Increased circulating copper concentration,yes,yes,yes,yes,yes,yes,no
HP:0011969,Elevated circulating luteinizing hormone level,HP:0030344,Decreased circulating luteinizing hormone level,yes,yes,yes,yes,yes,yes,no
HP:0011979,Elevated urinary dopamine level,HP:0012656,Reduced CSF dopamine concentration,yes,no,no,no,no,no,no
HP:0012052,Low serum calcitriol,HP:0031415,High serum calcitriol,yes,yes,yes,yes,yes,yes,no
HP:0012053,Decreased circulating calcifediol concentration,HP:0031414,High serum calcifediol,yes,no,yes,yes,yes,yes,yes
HP:0012138,Granulocytic hyperplasia,HP:0012139,Granulocytic hypoplasia,yes,yes,yes,yes,yes,yes,no
HP:0012202,Increased serum bile acid concentration,HP:0030985,Decreased serum bile acid concentration,yes,yes,yes,yes,yes,yes,no
HP:0012236,Elevated sweat chloride,HP:0012601,Hypochloriduria,yes,no,no,yes,no,no,no
HP:0012237,Urocanic aciduria,HP:0034870,Reduced circulating urocanic acid concentration,yes,no,no,yes,yes,yes,yes
HP:0012238,Increased circulating chylomicron concentration,HP:0031242,Decreased circulating chylomicron concentration,yes,yes,yes,yes,yes,yes,no
HP:0012279,Hyposerinemia,HP:0500227,Increased CSF serine concentration,no,no,no,yes,yes,no,no
HP:0012402,Increased urine alpha-ketoglutarate concentration,HP:0012403,Decreased urine alpha-ketoglutarate concentration,yes,yes,yes,yes,yes,yes,no
HP:0012416,Hypercapnia,HP:0410215,Hypocapnia in cord blood,yes,yes,no,yes,yes,yes,yes
HP:0012418,Hypoxemia,HP:0410212,Hyperoxemia in cord blood,yes,yes,no,yes,yes,yes,yes
HP:0012419,Hyperoxemia,HP:0410213,Hypoxemia in cord blood,yes,yes,no,yes,no,yes,yes
HP:0012648,Decreased inflammatory response,HP:0012649,Increased inflammatory response,yes,yes,yes,yes,yes,yes,no
HP:0012655,Elevated CSF dopamine concentration,HP:0012656,Reduced CSF dopamine concentration,yes,yes,yes,yes,yes,yes,no
HP:0012742,Thin fingernail,HP:0040036,Onychogryphosis of fingernail,yes,no,no,yes,no,yes,yes
HP:0012801,Narrow jaw,HP:0012802,Broad jaw,yes,yes,yes,yes,yes,yes,no
HP:0025376,Hyperglutaminuria,HP:0500147,Hypoglutaminemia,no,no,no,yes,no,no,no
HP:0025376,Hyperglutaminuria,HP:0500198,Decreased CSF glutamine concentration,yes,no,no,no,yes,no,no
HP:0025458,Decreased CSF albumin concentration,HP:0500239,Increased CSF albumin concentration,yes,yes,yes,yes,yes,yes,no
HP:0030348,Increased circulating androgen concentration,HP:0030349,Decreased circulating androgen concentration,yes,yes,yes,yes,yes,yes,no
HP:0031794,Decreased circulating glycerol level,HP:0040301,Increased urinary glycerol,no,no,no,no,no,no,yes
HP:0031794,Decreased circulating glycerol level,HP:0040302,Hyperglycerolemia,yes,no,yes,yes,yes,yes,no
HP:0031807,Increased basophil count,HP:0031808,Decreased basophil count,yes,yes,yes,yes,yes,yes,no
HP:0032164,Increased blood folate concentration,HP:0410209,Folate deficiency in CSF,yes,no,no,yes,no,no,no
HP:0032254,Increased circulating copper concentration,HP:0045035,Decreased urinary copper concentration,no,no,no,no,no,no,yes
HP:0032351,Phenylalaninuria,HP:0500224,Decreased CSF phenylalanine concentration,yes,no,no,yes,yes,yes,no
HP:0032362,Increased circulating corticosterone level,HP:0032363,Decreased circulating corticosterone level,yes,yes,yes,yes,yes,yes,no
HP:0033091,Tyrosinuria,HP:0500133,Hypotyrosinemia,yes,no,no,yes,yes,yes,yes
HP:0033091,Tyrosinuria,HP:0500221,Decreased CSF tyrosine concentration,no,no,no,no,yes,no,no
HP:0033157,Elevated circulating 3-methylhistidine concentration,HP:0410318,Decreased urinary 3-methylhistidine,no,no,no,yes,no,no,no
HP:0033301,Elevated circulating 1-methylhistidine concentration,HP:0410314,Decreased urinary 1-methylhistidine,no,no,no,yes,no,no,yes
HP:0034455,Increased CSF taurine concentration,HP:0500182,Hypotaurinemia,yes,no,yes,yes,yes,no,no
HP:0034606,Elevated circulating porphyrin concentration,HP:0034869,Reduced erythrocyte free porphyrin concentration,yes,no,no,yes,no,no,no
HP:0040013,Decreased mitochondrial number,HP:0040014,Increased mitochondrial number,yes,yes,yes,yes,yes,yes,no
HP:0040260,Decreased size of nasopharyngeal adenoids,HP:0040261,Increased size of nasopharyngeal adenoids,yes,yes,yes,yes,yes,yes,no
HP:0100047,Enlarged epiphyses of the 2nd toe,HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,no,no,no,no,no,no,yes
HP:0100047,Enlarged epiphyses of the 2nd toe,HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,no,no,no,no,no,no,yes
HP:0100047,Enlarged epiphyses of the 2nd toe,HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,no,no,no,no,no,no,yes
HP:0100047,Enlarged epiphyses of the 2nd toe,HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,no,no,no,no,no,no,yes
HP:0100047,Enlarged epiphyses of the 2nd toe,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,no,no,no,no,no,no,yes
HP:0100052,Small epiphyses of the 2nd toe,HP:0100058,Enlarged epiphyses of the 3rd toe,no,no,no,yes,no,no,yes
HP:0100052,Small epiphyses of the 2nd toe,HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,no,no,no,yes,no,yes,yes
HP:0100052,Small epiphyses of the 2nd toe,HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,no,no,no,yes,no,no,yes
HP:0100052,Small epiphyses of the 2nd toe,HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,no,no,no,yes,no,yes,yes
HP:0100052,Small epiphyses of the 2nd toe,HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,no,no,no,yes,no,no,no
HP:0100052,Small epiphyses of the 2nd toe,HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,no,no,no,yes,no,no,no
HP:0100052,Small epiphyses of the 2nd toe,HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,no,no,no,yes,no,no,no
HP:0100052,Small epiphyses of the 2nd toe,HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,no,no,no,yes,no,no,yes
HP:0100058,Enlarged epiphyses of the 3rd toe,HP:0100063,Small epiphyses of the 3rd toe,yes,yes,yes,yes,yes,yes,no
HP:0100058,Enlarged epiphyses of the 3rd toe,HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,no,no,no,no,no,yes,yes
HP:0100058,Enlarged epiphyses of the 3rd toe,HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,yes,no,no,no,no,no,yes
HP:0100058,Enlarged epiphyses of the 3rd toe,HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,no,yes,no,no,no,yes,yes
HP:0100063,Small epiphyses of the 3rd toe,HP:0100069,Enlarged epiphyses of the 4th toe,no,no,no,no,no,no,yes
HP:0100063,Small epiphyses of the 3rd toe,HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,no,no,no,yes,no,yes,yes
HP:0100063,Small epiphyses of the 3rd toe,HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,no,no,no,yes,no,no,no
HP:0100063,Small epiphyses of the 3rd toe,HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,no,no,no,yes,no,yes,no
HP:0100069,Enlarged epiphyses of the 4th toe,HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,no,no,no,no,no,no,yes
HP:0100069,Enlarged epiphyses of the 4th toe,HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,yes,yes,no,yes,no,yes,yes
HP:0100069,Enlarged epiphyses of the 4th toe,HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,no,no,no,yes,no,no,yes
HP:0100069,Enlarged epiphyses of the 4th toe,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,no,yes,no,no,no,no,yes
HP:0100074,Small epiphyses of the 4th toe,HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,no,no,no,yes,no,no,no
HP:0100074,Small epiphyses of the 4th toe,HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,no,no,no,yes,no,no,no
HP:0100074,Small epiphyses of the 4th toe,HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,no,no,no,yes,no,no,no
HP:0100074,Small epiphyses of the 4th toe,HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,no,no,no,yes,no,no,no
HP:0100074,Small epiphyses of the 4th toe,HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,no,no,no,yes,no,no,no
HP:0100074,Small epiphyses of the 4th toe,HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,no,no,no,yes,no,no,no
HP:0100074,Small epiphyses of the 4th toe,HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,no,no,no,yes,no,yes,yes
HP:0100074,Small epiphyses of the 4th toe,HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,no,no,no,yes,no,no,yes
HP:0100074,Small epiphyses of the 4th toe,HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,no,no,no,yes,no,no,no
HP:0100080,Enlarged epiphyses of the 5th toe,HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,no,no,no,no,no,no,yes
HP:0100080,Enlarged epiphyses of the 5th toe,HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,no,yes,no,yes,no,yes,yes
HP:0100080,Enlarged epiphyses of the 5th toe,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,no,no,no,no,no,no,yes
HP:0100080,Enlarged epiphyses of the 5th toe,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,yes,yes,no,no,no,no,yes
HP:0100085,Small epiphyses of the 5th toe,HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,no,no,no,yes,no,no,no
HP:0100085,Small epiphyses of the 5th toe,HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,no,no,no,yes,no,no,no
HP:0100085,Small epiphyses of the 5th toe,HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,no,no,no,no,no,no,yes
HP:0100085,Small epiphyses of the 5th toe,HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,no,no,no,yes,yes,yes,yes
HP:0100085,Small epiphyses of the 5th toe,HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,no,no,no,yes,no,no,no
HP:0100085,Small epiphyses of the 5th toe,HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,no,no,no,yes,yes,yes,no
HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,no,no,no,no,no,no,yes
HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,no,no,no,no,no,no,yes
HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,no,no,no,yes,no,no,no
HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,yes,yes,yes,yes,yes,yes,no
HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,no,no,no,no,no,no,yes
HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,no,no,no,no,no,no,yes
HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,no,no,no,no,no,no,yes
HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,no,no,no,no,no,no,yes
HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,no,no,no,no,no,no,yes
HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,no,no,no,no,no,no,yes
HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,yes,yes,yes,yes,yes,yes,no
HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,no,no,no,no,no,no,yes
HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,no,no,no,no,no,no,yes
HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,yes,yes,yes,yes,yes,yes,no
HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,yes,yes,yes,yes,yes,yes,no
HP:0400004,Long ear,HP:0400005,Short ear,yes,yes,yes,yes,yes,yes,no
HP:0410178,Increased glucose-6-phosphate dehydrogenase level in blood,HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,yes,yes,yes,yes,yes,yes,no
HP:0410178,Increased glucose-6-phosphate dehydrogenase level in blood,HP:0410188,Decreased glucose-6-phosphate dehydrogenase level in red blood cells,yes,yes,yes,yes,no,no,yes
HP:0410178,Increased glucose-6-phosphate dehydrogenase level in blood,HP:0410190,Decreased glucose-6-phosphate dehydrogenase level in leukocytes,yes,no,no,yes,no,no,no
HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,HP:0410189,Increased glucose-6-phosphate dehydrogenase level in red blood cells,yes,yes,yes,yes,no,yes,no
HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,HP:0410191,Increased glucose-6-phosphate dehydrogenase level in leukocytes,yes,no,no,yes,no,no,no
HP:0410186,Increased glucose-6-phosphate dehydrogenase level in tissue,HP:0410187,Decreased glucose-6-phosphate dehydrogenase level in tissue,yes,yes,yes,yes,yes,yes,no
HP:0410186,Increased glucose-6-phosphate dehydrogenase level in tissue,HP:0410188,Decreased glucose-6-phosphate dehydrogenase level in red blood cells,yes,no,yes,yes,no,no,no
HP:0410186,Increased glucose-6-phosphate dehydrogenase level in tissue,HP:0410190,Decreased glucose-6-phosphate dehydrogenase level in leukocytes,yes,no,no,yes,no,no,no
HP:0410187,Decreased glucose-6-phosphate dehydrogenase level in tissue,HP:0410189,Increased glucose-6-phosphate dehydrogenase level in red blood cells,yes,no,no,yes,no,no,yes
HP:0410187,Decreased glucose-6-phosphate dehydrogenase level in tissue,HP:0410191,Increased glucose-6-phosphate dehydrogenase level in leukocytes,yes,no,no,yes,no,no,yes
HP:0410189,Increased glucose-6-phosphate dehydrogenase level in red blood cells,HP:0410190,Decreased glucose-6-phosphate dehydrogenase level in leukocytes,no,no,no,yes,no,no,no
HP:0410190,Decreased glucose-6-phosphate dehydrogenase level in leukocytes,HP:0410191,Increased glucose-6-phosphate dehydrogenase level in leukocytes,yes,yes,yes,yes,yes,yes,no
HP:0410194,Increased circulating UDP glucose-4-epimerase concentration,HP:0410195,Decreased circulating UDP glucose-4-epimerase concentration,yes,yes,yes,yes,yes,yes,no
HP:0410194,Increased circulating UDP glucose-4-epimerase concentration,HP:0410198,Decreased erythrocyte UDP glucose-4-epimerase concentration,yes,no,yes,no,no,no,no
HP:0410195,Decreased circulating UDP glucose-4-epimerase concentration,HP:0410197,Increased erythrocyte UDP glucose-4-epimerase concentration,no,no,no,yes,no,no,no
HP:0410197,Increased erythrocyte UDP glucose-4-epimerase concentration,HP:0410198,Decreased erythrocyte UDP glucose-4-epimerase concentration,yes,yes,yes,yes,yes,yes,no
HP:0410212,Hyperoxemia in cord blood,HP:0410213,Hypoxemia in cord blood,yes,yes,yes,yes,yes,yes,no
HP:0410214,Hypercapnia in cord blood,HP:0410215,Hypocapnia in cord blood,yes,yes,yes,yes,yes,yes,no
HP:0410314,Decreased urinary 1-methylhistidine,HP:0410315,Increased urinary 1-methylhistidine,yes,yes,yes,yes,yes,yes,no
HP:0410342,Increased circulating heparan sulfate level,HP:0410343,Decreased circulating heparan sulfate level,yes,yes,yes,yes,yes,yes,no
HP:0500133,Hypotyrosinemia,HP:0500220,Increased CSF tyrosine concentration,no,no,no,no,yes,yes,no
HP:0500134,Hypertryptophanemia,HP:0500135,Hypotryptophanemia,yes,yes,yes,yes,yes,yes,no
HP:0500135,Hypotryptophanemia,HP:0500222,Increased CSF tryptophan concentration,yes,no,no,no,yes,no,no
HP:0500136,Hypothreoninemia,HP:0500212,Increased CSF threonine concentration,yes,no,no,no,yes,no,no
HP:0500138,Hyperserinemia,HP:0500228,Decreased CSF serine concentration,yes,no,no,yes,yes,no,no
HP:0500141,Hypophenylalaninemia,HP:0500223,Increased CSF phenylalanine concentration,yes,no,no,no,yes,no,no
HP:0500142,Hypolysinemia,HP:0500208,Increased CSF lysine concentration,yes,no,no,no,yes,no,no
HP:0500143,Hypoleucinemia,HP:0500191,Increased CSF leucine concentration,yes,no,no,yes,yes,no,no
HP:0500144,Hypoisoleucinemia,HP:0500193,Increased CSF isoleucine concentration,yes,no,no,yes,yes,no,no
HP:0500145,Hypohistidinemia,HP:0500236,Increased CSF histidine concentration,yes,no,no,no,yes,no,no
HP:0500147,Hypoglutaminemia,HP:0500197,Increased CSF glutamine concentration,yes,no,no,no,yes,no,no
HP:0500149,Hyperglutamatemia,HP:0500201,Decreased CSF glutamate concentration,yes,no,no,yes,yes,no,no
HP:0500150,Hypoglutamatemia,HP:0500200,Increased CSF glutamate concentration,yes,no,no,no,yes,no,no
HP:0500153,Hyperargininemia,HP:0500204,Decreased CSF arginine concentration,yes,no,no,yes,yes,no,no
HP:0500154,Hypoalaninemia,HP:0500233,Increased CSF alanine concentration,yes,no,no,yes,yes,no,yes
HP:0500163,Hypoornithinemia,HP:0500244,Increased CSF ornithine concentration,yes,no,no,no,yes,no,no
HP:0500187,Increased CSF valine concentration,HP:0500188,Decreased CSF valine concentration,yes,yes,yes,yes,yes,yes,no
HP:0500190,Decreased CSF leucine concentration,HP:0500191,Increased CSF leucine concentration,yes,yes,yes,yes,yes,yes,no
HP:0500193,Increased CSF isoleucine concentration,HP:0500194,Decreased CSF isoleucine concentration,yes,yes,yes,yes,yes,yes,no
HP:0500203,Increased CSF arginine concentration,HP:0500204,Decreased CSF arginine concentration,yes,yes,yes,yes,yes,yes,no
HP:0500212,Increased CSF threonine concentration,HP:0500213,Decreased CSF threonine concentration,yes,yes,yes,yes,yes,yes,no
HP:0500220,Increased CSF tyrosine concentration,HP:0500221,Decreased CSF tyrosine concentration,yes,yes,yes,yes,yes,yes,no
HP:0500223,Increased CSF phenylalanine concentration,HP:0500224,Decreased CSF phenylalanine concentration,yes,yes,yes,yes,yes,yes,no
HP:0500236,Increased CSF histidine concentration,HP:0500237,Decreased CSF histidine concentration,yes,yes,yes,yes,yes,yes,no
HP:0000024,Prostatitis,HP:0012648,Decreased inflammatory response,yes,no,no,no,no,no,no
HP:0000031,Epididymitis,HP:0012648,Decreased inflammatory response,no,no,no,no,no,no,yes
HP:0000123,Nephritis,HP:0012648,Decreased inflammatory response,yes,no,no,no,no,yes,no
HP:0000230,Gingivitis,HP:0012648,Decreased inflammatory response,yes,no,no,yes,no,no,yes
HP:0000246,Sinusitis,HP:0012648,Decreased inflammatory response,no,no,no,no,no,yes,yes
HP:0000388,Otitis media,HP:0012648,Decreased inflammatory response,no,no,no,no,no,yes,no
HP:0000704,Periodontitis,HP:0012648,Decreased inflammatory response,yes,no,no,no,no,yes,no
HP:0000953,Hyperpigmentation of the skin,HP:0005599,Hypopigmentation of hair,no,yes,no,no,no,no,no
HP:0000953,Hyperpigmentation of the skin,HP:0007730,Iris hypopigmentation,yes,no,no,no,no,no,no
HP:0000953,Hyperpigmentation of the skin,HP:0040030,Chorioretinal hypopigmentation,yes,no,no,no,no,no,no
HP:0001010,Hypopigmentation of the skin,HP:0001106,Periorbital hyperpigmentation,yes,no,no,no,no,yes,yes
HP:0001010,Hypopigmentation of the skin,HP:0005336,Forehead hyperpigmentation,yes,no,no,no,no,yes,yes
HP:0001010,Hypopigmentation of the skin,HP:0007406,Hyperpigmentation of eyelids,yes,yes,no,no,no,no,yes
HP:0001010,Hypopigmentation of the skin,HP:0007440,Generalized hyperpigmentation,yes,no,yes,yes,yes,yes,yes
HP:0001010,Hypopigmentation of the skin,HP:0008001,Foveal hyperpigmentation,yes,no,no,no,no,no,no
HP:0001010,Hypopigmentation of the skin,HP:0011509,Macular hyperpigmentation,yes,no,no,no,no,yes,yes
HP:0001010,Hypopigmentation of the skin,HP:0040031,Chorioretinal hyperpigmentation,yes,no,no,no,no,no,yes
HP:0001106,Periorbital hyperpigmentation,HP:0007513,Generalized hypopigmentation,no,no,no,no,no,no,yes
HP:0001106,Periorbital hyperpigmentation,HP:0007988,Macular hypopigmentation,yes,no,no,no,no,yes,yes
HP:0001265,Hyporeflexia,HP:0002395,Lower limb hyperreflexia,yes,no,yes,no,no,no,yes
HP:0001265,Hyporeflexia,HP:0007083,Hyperactive patellar reflex,yes,no,yes,yes,yes,yes,yes
HP:0001265,Hyporeflexia,HP:0007350,Upper limb hyperreflexia,yes,no,no,no,no,no,yes
HP:0001287,Meningitis,HP:0012648,Decreased inflammatory response,yes,no,no,yes,no,no,no
HP:0001347,Hyperreflexia,HP:0009072,Decreased Achilles reflex,yes,no,no,yes,yes,yes,yes
HP:0001347,Hyperreflexia,HP:0011808,Decreased patellar reflex,yes,no,no,yes,yes,yes,yes
HP:0001347,Hyperreflexia,HP:0012391,Hyporeflexia of upper limbs,yes,yes,no,yes,yes,yes,yes
HP:0001347,Hyperreflexia,HP:0012392,Jaw hyporeflexia,yes,no,no,yes,yes,yes,yes
HP:0001900,Increased circulating hemoglobin concentration,HP:0001903,Anemia,yes,no,no,yes,yes,yes,yes
HP:0001997,Gout,HP:0003537,Hypouricemia,yes,no,no,yes,yes,yes,yes
HP:0001997,Gout,HP:0012648,Decreased inflammatory response,no,no,no,no,no,yes,no
HP:0002090,Pneumonia,HP:0012648,Decreased inflammatory response,yes,no,no,no,no,no,yes
HP:0002395,Lower limb hyperreflexia,HP:0009072,Decreased Achilles reflex,yes,no,no,yes,yes,yes,yes
HP:0002395,Lower limb hyperreflexia,HP:0011808,Decreased patellar reflex,yes,no,no,yes,yes,yes,yes
HP:0002395,Lower limb hyperreflexia,HP:0012391,Hyporeflexia of upper limbs,no,no,no,no,no,no,yes
HP:0002586,Peritonitis,HP:0012648,Decreased inflammatory response,yes,no,no,yes,no,yes,yes
HP:0002600,Hyporeflexia of lower limbs,HP:0007083,Hyperactive patellar reflex,yes,no,yes,yes,yes,yes,yes
HP:0002754,Osteomyelitis,HP:0012648,Decreased inflammatory response,no,no,no,yes,no,yes,yes
HP:0002840,Lymphadenitis,HP:0012648,Decreased inflammatory response,no,no,no,yes,no,yes,no
HP:0004330,Increased skull ossification,HP:0005451,Decreased cranial base ossification,yes,no,yes,no,no,no,no
HP:0004330,Increased skull ossification,HP:0005474,Decreased calvarial ossification,yes,yes,yes,yes,yes,yes,no
HP:0004330,Increased skull ossification,HP:0008477,Poorly ossified cervical vertebrae,no,no,no,yes,no,no,no
HP:0004386,Gastrointestinal inflammation,HP:0012648,Decreased inflammatory response,yes,no,no,no,no,yes,no
HP:0005263,Gastritis,HP:0012648,Decreased inflammatory response,yes,no,no,no,no,yes,no
HP:0005336,Forehead hyperpigmentation,HP:0007988,Macular hypopigmentation,no,no,yes,no,no,yes,no
HP:0005374,Cellular immunodeficiency,HP:0100326,Immunologic hypersensitivity,yes,no,no,no,no,yes,yes
HP:0005599,Hypopigmentation of hair,HP:0007440,Generalized hyperpigmentation,yes,no,no,no,no,no,no
HP:0007083,Hyperactive patellar reflex,HP:0012391,Hyporeflexia of upper limbs,no,no,no,no,no,no,yes
HP:0007350,Upper limb hyperreflexia,HP:0011808,Decreased patellar reflex,no,no,no,no,no,no,yes
HP:0007406,Hyperpigmentation of eyelids,HP:0007894,Hypopigmentation of the fundus,no,no,no,no,no,no,yes
HP:0007406,Hyperpigmentation of eyelids,HP:0007988,Macular hypopigmentation,yes,no,yes,no,no,yes,no
HP:0007406,Hyperpigmentation of eyelids,HP:0040030,Chorioretinal hypopigmentation,yes,no,no,no,no,no,no
HP:0007440,Generalized hyperpigmentation,HP:0007730,Iris hypopigmentation,yes,no,no,no,no,no,no
HP:0007440,Generalized hyperpigmentation,HP:0007894,Hypopigmentation of the fundus,yes,yes,no,no,no,yes,no
HP:0007440,Generalized hyperpigmentation,HP:0007988,Macular hypopigmentation,yes,no,yes,no,no,yes,yes
HP:0007440,Generalized hyperpigmentation,HP:0012643,Foveal hypopigmentation,no,no,yes,no,no,no,yes
HP:0007440,Generalized hyperpigmentation,HP:0040030,Chorioretinal hypopigmentation,yes,no,no,no,no,no,no
HP:0007513,Generalized hypopigmentation,HP:0011509,Macular hyperpigmentation,yes,no,no,no,no,yes,yes
HP:0007513,Generalized hypopigmentation,HP:0011512,Hyperpigmentation of the fundus,yes,no,no,no,no,no,yes
HP:0007513,Generalized hypopigmentation,HP:0040031,Chorioretinal hyperpigmentation,yes,no,no,no,no,no,no
HP:0007894,Hypopigmentation of the fundus,HP:0008001,Foveal hyperpigmentation,no,no,no,no,yes,no,no
HP:0007894,Hypopigmentation of the fundus,HP:0011509,Macular hyperpigmentation,yes,no,no,no,no,yes,no
HP:0007894,Hypopigmentation of the fundus,HP:0040031,Chorioretinal hyperpigmentation,yes,yes,no,yes,yes,yes,yes
HP:0007988,Macular hypopigmentation,HP:0008001,Foveal hyperpigmentation,yes,no,no,no,no,yes,yes
HP:0007988,Macular hypopigmentation,HP:0011512,Hyperpigmentation of the fundus,yes,no,no,yes,yes,yes,no
HP:0007988,Macular hypopigmentation,HP:0040031,Chorioretinal hyperpigmentation,yes,no,no,no,no,yes,yes
HP:0008001,Foveal hyperpigmentation,HP:0040030,Chorioretinal hypopigmentation,yes,no,no,no,yes,no,no
HP:0010280,Stomatitis,HP:0012648,Decreased inflammatory response,no,no,no,no,no,yes,no
HP:0011123,Inflammatory abnormality of the skin,HP:0012648,Decreased inflammatory response,yes,no,no,no,no,yes,no
HP:0011509,Macular hyperpigmentation,HP:0012643,Foveal hypopigmentation,yes,no,yes,yes,no,no,no
