id1,id2,logical,text,inherit,term1,term2,inverse_verified_by_llm
HP:0004540,HP:0002209,f,t,t,"congenital, generalized hypertrichosis",sparse scalp hair,yes
HP:0004540,HP:0004768,f,t,t,"congenital, generalized hypertrichosis",sparse anterior scalp hair,yes
HP:0004540,HP:0002215,f,t,t,"congenital, generalized hypertrichosis",sparse axillary hair,yes
HP:0004540,HP:0004528,f,t,t,"congenital, generalized hypertrichosis",generalized hypotrichosis,yes
HP:0004540,HP:0002225,f,t,t,"congenital, generalized hypertrichosis",sparse pubic hair,yes
HP:0004540,HP:0002296,f,t,t,"congenital, generalized hypertrichosis",progressive hypotrichosis,yes
HP:0004554,HP:0007464,f,t,t,generalized hypertrichosis,sparse facial hair,yes
HP:0004554,HP:0008070,f,t,t,generalized hypertrichosis,sparse hair,yes
HP:0004554,HP:0000653,f,t,t,generalized hypertrichosis,sparse eyelashes,no
HP:0004554,HP:0040050,f,t,t,generalized hypertrichosis,sparse upper eyelashes,no
HP:0004554,HP:0007776,f,t,t,generalized hypertrichosis,sparse lower eyelashes,no
HP:0004554,HP:0002231,f,t,t,generalized hypertrichosis,sparse body hair,yes
HP:0004554,HP:0002209,f,t,t,generalized hypertrichosis,sparse scalp hair,yes
HP:0004554,HP:0004768,f,t,t,generalized hypertrichosis,sparse anterior scalp hair,yes
HP:0004554,HP:0002215,f,t,t,generalized hypertrichosis,sparse axillary hair,yes
HP:0004554,HP:0002225,f,t,t,generalized hypertrichosis,sparse pubic hair,yes
HP:0004554,HP:0002296,f,t,t,generalized hypertrichosis,progressive hypotrichosis,yes
HP:0032313,HP:0007464,f,t,t,frontotemporal hypertrichosis,sparse facial hair,yes
HP:0032313,HP:0008070,f,t,t,frontotemporal hypertrichosis,sparse hair,yes
HP:0032313,HP:0000653,f,t,t,frontotemporal hypertrichosis,sparse eyelashes,no
HP:0032313,HP:0040050,f,t,t,frontotemporal hypertrichosis,sparse upper eyelashes,no
HP:0032313,HP:0007776,f,t,t,frontotemporal hypertrichosis,sparse lower eyelashes,no
HP:0032313,HP:0002231,f,t,t,frontotemporal hypertrichosis,sparse body hair,yes
HP:0032313,HP:0002209,f,t,t,frontotemporal hypertrichosis,sparse scalp hair,yes
HP:0032313,HP:0004768,f,t,t,frontotemporal hypertrichosis,sparse anterior scalp hair,yes
HP:0032313,HP:0002215,f,t,t,frontotemporal hypertrichosis,sparse axillary hair,no
HP:0032313,HP:0004528,f,t,t,frontotemporal hypertrichosis,generalized hypotrichosis,yes
HP:0032313,HP:0002225,f,t,t,frontotemporal hypertrichosis,sparse pubic hair,no
HP:0032313,HP:0002296,f,t,t,frontotemporal hypertrichosis,progressive hypotrichosis,yes
HP:0004780,HP:0007464,f,t,t,elbow hypertrichosis,sparse facial hair,no
HP:0004780,HP:0008070,f,t,t,elbow hypertrichosis,sparse hair,no
HP:0004780,HP:0000653,f,t,t,elbow hypertrichosis,sparse eyelashes,no
HP:0004780,HP:0040050,f,t,t,elbow hypertrichosis,sparse upper eyelashes,no
HP:0004780,HP:0007776,f,t,t,elbow hypertrichosis,sparse lower eyelashes,no
HP:0004780,HP:0002231,f,t,t,elbow hypertrichosis,sparse body hair,no
HP:0004780,HP:0002209,f,t,t,elbow hypertrichosis,sparse scalp hair,no
HP:0004780,HP:0004768,f,t,t,elbow hypertrichosis,sparse anterior scalp hair,no
HP:0004780,HP:0002215,f,t,t,elbow hypertrichosis,sparse axillary hair,no
HP:0004780,HP:0004528,f,t,t,elbow hypertrichosis,generalized hypotrichosis,no
HP:0004780,HP:0002225,f,t,t,elbow hypertrichosis,sparse pubic hair,no
HP:0004780,HP:0002296,f,t,t,elbow hypertrichosis,progressive hypotrichosis,no
HP:0000998,HP:0007464,f,t,t,hypertrichosis,sparse facial hair,yes
HP:0000998,HP:0000653,f,t,t,hypertrichosis,sparse eyelashes,yes
HP:0000998,HP:0040050,f,t,t,hypertrichosis,sparse upper eyelashes,yes
HP:0000998,HP:0007776,f,t,t,hypertrichosis,sparse lower eyelashes,yes
HP:0000998,HP:0002231,f,t,t,hypertrichosis,sparse body hair,yes
HP:0000998,HP:0002209,f,t,t,hypertrichosis,sparse scalp hair,yes
HP:0000998,HP:0004768,f,t,t,hypertrichosis,sparse anterior scalp hair,yes
HP:0000998,HP:0002215,f,t,t,hypertrichosis,sparse axillary hair,yes
HP:0000998,HP:0004528,f,t,t,hypertrichosis,generalized hypotrichosis,yes
HP:0000998,HP:0002225,f,t,t,hypertrichosis,sparse pubic hair,yes
HP:0000998,HP:0002296,f,t,t,hypertrichosis,progressive hypotrichosis,yes
HP:0004535,HP:0007464,f,t,t,anterior cervical hypertrichosis,sparse facial hair,yes
HP:0004535,HP:0008070,f,t,t,anterior cervical hypertrichosis,sparse hair,yes
HP:0004535,HP:0000653,f,t,t,anterior cervical hypertrichosis,sparse eyelashes,no
HP:0004535,HP:0040050,f,t,t,anterior cervical hypertrichosis,sparse upper eyelashes,no
HP:0004535,HP:0007776,f,t,t,anterior cervical hypertrichosis,sparse lower eyelashes,no
HP:0004535,HP:0002231,f,t,t,anterior cervical hypertrichosis,sparse body hair,no
HP:0004535,HP:0002209,f,t,t,anterior cervical hypertrichosis,sparse scalp hair,no
HP:0004535,HP:0004768,f,t,t,anterior cervical hypertrichosis,sparse anterior scalp hair,yes
HP:0004535,HP:0002215,f,t,t,anterior cervical hypertrichosis,sparse axillary hair,no
HP:0004535,HP:0004528,f,t,t,anterior cervical hypertrichosis,generalized hypotrichosis,no
HP:0004535,HP:0002225,f,t,t,anterior cervical hypertrichosis,sparse pubic hair,no
HP:0004535,HP:0002296,f,t,t,anterior cervical hypertrichosis,progressive hypotrichosis,yes
HP:0004532,HP:0007464,f,t,t,sacral hypertrichosis,sparse facial hair,no
HP:0004532,HP:0008070,f,t,t,sacral hypertrichosis,sparse hair,no
HP:0004532,HP:0000653,f,t,t,sacral hypertrichosis,sparse eyelashes,no
HP:0004532,HP:0040050,f,t,t,sacral hypertrichosis,sparse upper eyelashes,no
HP:0004532,HP:0007776,f,t,t,sacral hypertrichosis,sparse lower eyelashes,no
HP:0004532,HP:0002231,f,t,t,sacral hypertrichosis,sparse body hair,yes
HP:0004532,HP:0002209,f,t,t,sacral hypertrichosis,sparse scalp hair,no
HP:0004532,HP:0004768,f,t,t,sacral hypertrichosis,sparse anterior scalp hair,no
HP:0004532,HP:0002215,f,t,t,sacral hypertrichosis,sparse axillary hair,no
HP:0004532,HP:0004528,f,t,t,sacral hypertrichosis,generalized hypotrichosis,no
HP:0004532,HP:0002225,f,t,t,sacral hypertrichosis,sparse pubic hair,yes
HP:0004532,HP:0002296,f,t,t,sacral hypertrichosis,progressive hypotrichosis,no
HP:0000664,HP:0007464,f,t,t,synophrys,sparse facial hair,yes
HP:0000664,HP:0008070,f,t,t,synophrys,sparse hair,yes
HP:0000664,HP:0000653,f,t,t,synophrys,sparse eyelashes,no
HP:0000664,HP:0040050,f,t,t,synophrys,sparse upper eyelashes,no
HP:0000664,HP:0007776,f,t,t,synophrys,sparse lower eyelashes,no
HP:0000664,HP:0002231,f,t,t,synophrys,sparse body hair,no
HP:0000664,HP:0002209,f,t,t,synophrys,sparse scalp hair,no
HP:0000664,HP:0004768,f,t,t,synophrys,sparse anterior scalp hair,no
HP:0000664,HP:0002215,f,t,t,synophrys,sparse axillary hair,no
HP:0000664,HP:0004528,f,t,t,synophrys,generalized hypotrichosis,no
HP:0000664,HP:0002225,f,t,t,synophrys,sparse pubic hair,no
HP:0000664,HP:0002296,f,t,t,synophrys,progressive hypotrichosis,no
HP:0011914,HP:0007464,f,t,t,thoracic hypertrichosis,sparse facial hair,no
HP:0011914,HP:0008070,f,t,t,thoracic hypertrichosis,sparse hair,yes
HP:0011914,HP:0000653,f,t,t,thoracic hypertrichosis,sparse eyelashes,no
HP:0011914,HP:0040050,f,t,t,thoracic hypertrichosis,sparse upper eyelashes,no
HP:0011914,HP:0007776,f,t,t,thoracic hypertrichosis,sparse lower eyelashes,no
HP:0011914,HP:0002231,f,t,t,thoracic hypertrichosis,sparse body hair,yes
HP:0011914,HP:0002209,f,t,t,thoracic hypertrichosis,sparse scalp hair,no
HP:0011914,HP:0004768,f,t,t,thoracic hypertrichosis,sparse anterior scalp hair,no
HP:0011914,HP:0002215,f,t,t,thoracic hypertrichosis,sparse axillary hair,no
HP:0011914,HP:0004528,f,t,t,thoracic hypertrichosis,generalized hypotrichosis,yes
HP:0011914,HP:0002225,f,t,t,thoracic hypertrichosis,sparse pubic hair,no
HP:0011914,HP:0002296,f,t,t,thoracic hypertrichosis,progressive hypotrichosis,yes
HP:0011913,HP:0007464,f,t,t,lumbar hypertrichosis,sparse facial hair,no
HP:0011913,HP:0008070,f,t,t,lumbar hypertrichosis,sparse hair,no
HP:0011913,HP:0000653,f,t,t,lumbar hypertrichosis,sparse eyelashes,no
HP:0011913,HP:0040050,f,t,t,lumbar hypertrichosis,sparse upper eyelashes,no
HP:0011913,HP:0007776,f,t,t,lumbar hypertrichosis,sparse lower eyelashes,no
HP:0011913,HP:0002231,f,t,t,lumbar hypertrichosis,sparse body hair,yes
HP:0011913,HP:0002209,f,t,t,lumbar hypertrichosis,sparse scalp hair,no
HP:0011913,HP:0004768,f,t,t,lumbar hypertrichosis,sparse anterior scalp hair,no
HP:0011913,HP:0002215,f,t,t,lumbar hypertrichosis,sparse axillary hair,no
HP:0011913,HP:0004528,f,t,t,lumbar hypertrichosis,generalized hypotrichosis,no
HP:0011913,HP:0002225,f,t,t,lumbar hypertrichosis,sparse pubic hair,no
HP:0011913,HP:0002296,f,t,t,lumbar hypertrichosis,progressive hypotrichosis,yes
HP:0008288,HP:0012277,t,t,t,nonketotic hyperglycinemia,hypoglycinemia,no
HP:0005537,HP:0040185,t,t,t,decreased mean platelet volume,macrothrombocytopenia,no
HP:0005537,HP:0001902,t,t,t,decreased mean platelet volume,giant platelets,yes
HP:0025586,HP:0031725,f,t,t,hypertropia,hypophoria,no
HP:0025586,HP:0025588,f,t,t,hypertropia,hypodeviation,yes
HP:0025586,HP:0500079,f,t,t,hypertropia,alternating hypophoria,no
HP:0025586,HP:0500078,f,t,t,hypertropia,alternating hypotropia,no
HP:0500077,HP:0031725,f,t,t,alternating hyperphoria,hypophoria,no
HP:0500077,HP:0025588,f,t,t,alternating hyperphoria,hypodeviation,no
HP:0500077,HP:0025584,f,t,t,alternating hyperphoria,hypotropia,no
HP:0500077,HP:0500078,f,t,t,alternating hyperphoria,alternating hypotropia,no
HP:0025585,HP:0025588,f,t,t,hyperphoria,hypodeviation,no
HP:0025585,HP:0025584,f,t,t,hyperphoria,hypotropia,no
HP:0025585,HP:0500079,f,t,t,hyperphoria,alternating hypophoria,no
HP:0025585,HP:0500078,f,t,t,hyperphoria,alternating hypotropia,no
HP:0500076,HP:0031725,f,t,t,alternating hypertropia,hypophoria,no
HP:0500076,HP:0025588,f,t,t,alternating hypertropia,hypodeviation,no
HP:0500076,HP:0025584,f,t,t,alternating hypertropia,hypotropia,no
HP:0500076,HP:0500079,f,t,t,alternating hypertropia,alternating hypophoria,no
HP:0025587,HP:0031725,f,t,t,hyperdeviation,hypophoria,no
HP:0025587,HP:0025584,f,t,t,hyperdeviation,hypotropia,no
HP:0025587,HP:0500079,f,t,t,hyperdeviation,alternating hypophoria,no
HP:0025587,HP:0500078,f,t,t,hyperdeviation,alternating hypotropia,no
HP:0001640,HP:0010954,f,t,t,cardiomegaly,hypoplastic right heart,yes
HP:0001640,HP:0004383,f,t,t,cardiomegaly,hypoplastic left heart,yes
HP:0001824,HP:0012743,t,f,t,weight loss,abdominal obesity,yes
HP:0001824,HP:0025502,t,f,t,weight loss,overweight,yes
HP:0001824,HP:0001513,t,f,t,weight loss,obesity,yes
HP:0001824,HP:0001520,t,f,t,weight loss,large for gestational age,no
HP:0001824,HP:0001956,t,f,t,weight loss,truncal obesity,no
HP:0001824,HP:0008915,t,f,t,weight loss,childhood-onset truncal obesity,yes
HP:0001824,HP:0025500,t,f,t,weight loss,class ii obesity,yes
HP:0001824,HP:0025501,t,f,t,weight loss,class iii obesity,yes
HP:0001824,HP:0025499,t,f,t,weight loss,class i obesity,yes
HP:0012250,HP:6000985,f,t,t,st segment depression,saddle-back type st segment elevation,yes
HP:0012250,HP:6000984,f,t,t,st segment depression,coved type st segment elevation,yes
HP:0011969,HP:0030341,t,t,t,elevated circulating luteinizing hormone level,decreased circulating follicle stimulating hormone concentration,no
HP:0011969,HP:0030339,t,t,t,elevated circulating luteinizing hormone level,decreased circulating gonadotropin concentration,no
HP:0008232,HP:0030339,t,t,t,elevated circulating follicle stimulating hormone level,decreased circulating gonadotropin concentration,no
HP:0008232,HP:0030344,t,t,t,elevated circulating follicle stimulating hormone level,decreased circulating luteinizing hormone level,no
HP:0000837,HP:0030341,t,t,t,increased circulating gonadotropin level,decreased circulating follicle stimulating hormone concentration,no
HP:0000837,HP:0030344,t,t,t,increased circulating gonadotropin level,decreased circulating luteinizing hormone level,no
HP:0004330,HP:0005623,t,t,t,increased skull ossification,absent ossification of calvaria,yes
HP:0004330,HP:0005451,t,t,t,increased skull ossification,decreased cranial base ossification,yes
HP:0004563,HP:0005623,t,t,t,increased spinal bone density,absent ossification of calvaria,no
HP:0004563,HP:0004331,t,t,t,increased spinal bone density,decreased skull ossification,no
HP:0004563,HP:0005474,t,t,t,increased spinal bone density,decreased calvarial ossification,no
HP:0004563,HP:0005451,t,t,t,increased spinal bone density,decreased cranial base ossification,no
HP:0000250,HP:0005623,t,t,t,dense calvaria,absent ossification of calvaria,yes
HP:0000250,HP:0004331,t,t,t,dense calvaria,decreased skull ossification,yes
HP:0000250,HP:0005474,t,t,t,dense calvaria,decreased calvarial ossification,no
HP:0000250,HP:0005451,t,t,t,dense calvaria,decreased cranial base ossification,no
HP:0002152,HP:0008360,f,t,t,hyperproteinemia,neonatal hypoproteinemia,yes
HP:0005404,HP:0030251,t,t,t,increased b cell count,absence of memory b cells,no
HP:0005404,HP:0030252,t,t,t,increased b cell count,absent circulating b cells,yes
HP:0005404,HP:0005365,t,t,t,increased b cell count,severe b lymphocytopenia,yes
HP:0011487,HP:6001192,t,t,t,increased corneal thickness,corneal dellen,no
HP:0011487,HP:0000563,t,t,t,increased corneal thickness,keratoconus,yes
HP:0011487,HP:0001119,t,t,t,increased corneal thickness,keratoglobus,yes
HP:0030232,HP:0012270,t,t,t,increased sarcoplasmic glycogen,decreased muscle glycogen content,yes
HP:0030231,HP:0012270,t,t,t,glycogen accumulation in muscle fiber lysosomes,decreased muscle glycogen content,yes
HP:0004349,HP:0009175,t,t,t,reduced bone mineral density,patchy sclerosis of the middle phalanx of the 5th finger,no
HP:0004349,HP:0006174,t,t,t,reduced bone mineral density,metacarpal diaphyseal endosteal sclerosis,no
HP:0004349,HP:0100930,t,t,t,reduced bone mineral density,sclerosis of hallux phalanx,no
HP:0004349,HP:0009352,t,t,t,reduced bone mineral density,ivory epiphysis of the proximal phalanx of the 3rd finger,no
HP:0004349,HP:0010190,t,t,t,reduced bone mineral density,patchy sclerosis of distal toe phalanx,no
HP:0004349,HP:0005700,t,t,t,reduced bone mineral density,increased bone density with cystic changes,no
HP:0004349,HP:0004281,t,t,t,reduced bone mineral density,irregular sclerosis of hand bones,no
HP:0004349,HP:0008114,t,t,t,reduced bone mineral density,metatarsal diaphyseal endosteal sclerosis,no
HP:0004349,HP:0010090,t,t,t,reduced bone mineral density,patchy sclerosis of the proximal phalanx of the hallux,no
HP:0004349,HP:0100947,t,t,t,reduced bone mineral density,sclerosis of middle toe phalanx,no
HP:0004349,HP:0100943,t,t,t,reduced bone mineral density,sclerosis of the proximal phalanx of the hallux,no
HP:0004349,HP:0000250,t,t,t,reduced bone mineral density,dense calvaria,yes
HP:0004349,HP:0100939,t,t,t,reduced bone mineral density,sclerosis of the distal phalanx of the 2nd toe,no
HP:0004349,HP:0100925,t,t,t,reduced bone mineral density,sclerosis of foot bone,yes
HP:0004349,HP:0009551,t,t,t,reduced bone mineral density,patchy sclerosis of 2nd finger phalanx,no
HP:0004349,HP:0100468,t,t,t,reduced bone mineral density,patchy sclerosis of the distal phalanx of the 4th toe,no
HP:0004349,HP:0009209,t,t,t,reduced bone mineral density,ivory epiphysis of the middle phalanx of the 5th finger,no
HP:0004349,HP:0009856,t,t,t,reduced bone mineral density,patchy sclerosis of proximal phalanx of finger,no
HP:0004349,HP:0006440,t,t,t,reduced bone mineral density,increased density of long bone diaphyses,yes
HP:0004349,HP:0100903,t,t,t,reduced bone mineral density,sclerosis of the distal phalanx of the 5th finger,no
HP:0004349,HP:0005746,t,t,t,reduced bone mineral density,osteosclerosis of the base of the skull,yes
HP:0004349,HP:0010031,t,t,t,reduced bone mineral density,patchy sclerosis of the 1st metacarpal,no
HP:0004349,HP:0100462,t,t,t,reduced bone mineral density,patchy sclerosis of the middle phalanx of the 4th toe,no
HP:0004349,HP:0100936,t,t,t,reduced bone mineral density,sclerosis of the middle phalanx of the 3rd toe,no
HP:0004349,HP:0010081,t,t,t,reduced bone mineral density,patchy sclerosis of the distal phalanx of the hallux,no
HP:0004349,HP:0010274,t,t,t,reduced bone mineral density,ivory epiphyses of the proximal phalanges of the hand,no
HP:0004349,HP:0100912,t,t,t,reduced bone mineral density,sclerosis of the distal phalanx of the thumb,no
HP:0004349,HP:0100905,t,t,t,reduced bone mineral density,sclerosis of the middle phalanx of the 3rd finger,no
HP:0004349,HP:0003034,t,t,t,reduced bone mineral density,diaphyseal sclerosis,no
HP:0004349,HP:0100911,t,t,t,reduced bone mineral density,sclerosis of the proximal phalanx of the 5th finger,no
HP:0004349,HP:0100920,t,t,t,reduced bone mineral density,sclerosis of 4th finger phalanx,no
HP:0004349,HP:0100922,t,t,t,reduced bone mineral density,sclerosis of thumb phalanx,no
HP:0004349,HP:0100914,t,t,t,reduced bone mineral density,sclerosis of the 1st metacarpal,no
HP:0004349,HP:0009646,t,t,t,reduced bone mineral density,patchy sclerosis of the distal phalanx of the thumb,no
HP:0004349,HP:0009519,t,t,t,reduced bone mineral density,ivory epiphysis of the middle phalanx of the 2nd finger,no
HP:0004349,HP:0100900,t,t,t,reduced bone mineral density,sclerosis of the distal phalanx of the 2nd finger,no
HP:0004349,HP:0010400,t,t,t,reduced bone mineral density,patchy sclerosis of the proximal phalanx of the 2nd toe,no
HP:0004349,HP:0004286,t,t,t,reduced bone mineral density,patchy sclerosis of hand bones,no
HP:0004349,HP:0100904,t,t,t,reduced bone mineral density,sclerosis of the middle phalanx of the 2nd finger,no
HP:0004349,HP:0004240,t,t,t,reduced bone mineral density,sclerotic foci within carpal bones,no
HP:0004349,HP:0100945,t,t,t,reduced bone mineral density,sclerosis of the 1st metatarsal,no
HP:0004349,HP:0004330,t,t,t,reduced bone mineral density,increased skull ossification,no
HP:0004349,HP:0009573,t,t,t,reduced bone mineral density,patchy sclerosis of the middle phalanx of the 2nd finger,no
HP:0004349,HP:0005477,t,t,t,reduced bone mineral density,progressive sclerosis of skull base,no
HP:0004349,HP:0009772,t,t,t,reduced bone mineral density,patchy sclerosis of finger phalanx,no
HP:0004349,HP:0100467,t,t,t,reduced bone mineral density,patchy sclerosis of the distal phalanx of the 3rd toe,no
HP:0004349,HP:0009327,t,t,t,reduced bone mineral density,ivory epiphysis of the middle phalanx of the 3rd finger,no
HP:0004349,HP:0004223,t,t,t,reduced bone mineral density,ivory epiphysis of the distal phalanx of the 5th finger,no
HP:0004349,HP:0009243,t,t,t,reduced bone mineral density,patchy sclerosis of the distal phalanx of the 5th finger,no
HP:0004349,HP:0010063,t,t,t,reduced bone mineral density,patchy sclerosis of hallux phalanx,no
HP:0004349,HP:0100908,t,t,t,reduced bone mineral density,sclerosis of the proximal phalanx of the 2nd finger,no
HP:0004349,HP:0009256,t,t,t,reduced bone mineral density,ivory epiphysis of the distal phalanx of the 4th finger,no
HP:0004349,HP:0009585,t,t,t,reduced bone mineral density,patchy sclerosis of the proximal phalanx of the 2nd finger,no
HP:0004349,HP:0100924,t,t,t,reduced bone mineral density,sclerosis of toe phalanx,no
HP:0004349,HP:0009454,t,t,t,reduced bone mineral density,patchy sclerosis of the proximal phalanx of the 3rd finger,no
HP:0004349,HP:0005450,t,t,t,reduced bone mineral density,calvarial osteosclerosis,yes
HP:0004349,HP:0100906,t,t,t,reduced bone mineral density,sclerosis of the middle phalanx of the 4th finger,no
HP:0004349,HP:0100948,t,t,t,reduced bone mineral density,sclerosis of distal toe phalanx,no
HP:0004349,HP:0100913,t,t,t,reduced bone mineral density,sclerosis of the proximal phalanx of the thumb,no
HP:0004349,HP:0009304,t,t,t,reduced bone mineral density,patchy sclerosis of the distal phalanx of the 4th finger,no
HP:0004349,HP:0001474,t,t,t,reduced bone mineral density,sclerotic scapulae,no
HP:0004349,HP:0009388,t,t,t,reduced bone mineral density,ivory epiphyses of the 5th finger,no
HP:0004349,HP:0100463,t,t,t,reduced bone mineral density,patchy sclerosis of the middle phalanx of the 5th toe,no
HP:0004349,HP:0100901,t,t,t,reduced bone mineral density,sclerosis of the distal phalanx of the 3rd finger,no
HP:0004349,HP:0004563,t,t,t,reduced bone mineral density,increased spinal bone density,yes
HP:0004349,HP:0100909,t,t,t,reduced bone mineral density,sclerosis of the proximal phalanx of the 3rd finger,no
HP:0004349,HP:0100916,t,t,t,reduced bone mineral density,sclerosis of middle finger phalanx,no
HP:0004349,HP:0010263,t,t,t,reduced bone mineral density,ivory epiphyses of the middle phalanges of the hand,no
HP:0004349,HP:0009444,t,t,t,reduced bone mineral density,patchy sclerosis of 3rd finger phalanx,no
HP:0004349,HP:0006392,t,t,t,reduced bone mineral density,increased density of long bones,yes
HP:0004349,HP:6000708,t,t,t,reduced bone mineral density,femoral osteosclerosis,yes
HP:0004349,HP:0004289,t,t,t,reduced bone mineral density,sclerotic foci in hand bones,no
HP:0004349,HP:0003991,t,t,t,reduced bone mineral density,osteosclerosis of the ulna,yes
HP:0004349,HP:0100929,t,t,t,reduced bone mineral density,sclerosis of 5th toe phalanx,no
HP:0004349,HP:0100464,t,t,t,reduced bone mineral density,patchy sclerosis of the proximal phalanx of the 3rd toe,no
HP:0004349,HP:0100466,t,t,t,reduced bone mineral density,patchy sclerosis of the proximal phalanx of the 5th toe,no
HP:0004349,HP:0100928,t,t,t,reduced bone mineral density,sclerosis of 4th toe phalanx,no
HP:0004349,HP:0009562,t,t,t,reduced bone mineral density,patchy sclerosis of the distal phalanx of the 2nd finger,no
HP:0004349,HP:0009220,t,t,t,reduced bone mineral density,ivory epiphysis of the middle phalanx of the 4th finger,no
HP:0004349,HP:0009670,t,t,t,reduced bone mineral density,ivory epiphysis of the proximal phalanx of the thumb,no
HP:0004349,HP:0100940,t,t,t,reduced bone mineral density,sclerosis of the distal phalanx of the 3rd toe,no
HP:0004349,HP:0009157,t,t,t,reduced bone mineral density,ivory epiphysis of the proximal phalanx of the 5th finger,no
HP:0004349,HP:0010072,t,t,t,reduced bone mineral density,patchy sclerosis of the 1st metatarsal,no
HP:0004349,HP:0009494,t,t,t,reduced bone mineral density,ivory epiphyses of the 2nd finger,no
HP:0004349,HP:0010418,t,t,t,reduced bone mineral density,patchy sclerosis of the distal phalanx of the 2nd toe,no
HP:0004349,HP:0009425,t,t,t,reduced bone mineral density,patchy sclerosis of the distal phalanx of the 3rd finger,no
HP:0004349,HP:0100944,t,t,t,reduced bone mineral density,sclerosis of the distal phalanx of the hallux,no
HP:0004349,HP:0100927,t,t,t,reduced bone mineral density,sclerosis of 3rd toe phalanx,no
HP:0004349,HP:0009508,t,t,t,reduced bone mineral density,ivory epiphysis of the distal phalanx of the 2nd finger,no
HP:0004349,HP:0008131,t,t,t,reduced bone mineral density,tarsal stippling,no
HP:0004349,HP:0100461,t,t,t,reduced bone mineral density,patchy sclerosis of the middle phalanx of the 3rd toe,no
HP:0004349,HP:0100899,t,t,t,reduced bone mineral density,sclerosis of finger phalanx,yes
HP:0004349,HP:0003860,t,t,t,reduced bone mineral density,diaphyseal sclerosis of the upper limbs,no
HP:0004349,HP:0100942,t,t,t,reduced bone mineral density,sclerosis of the distal phalanx of the 5th toe,no
HP:0004349,HP:0010178,t,t,t,reduced bone mineral density,patchy sclerosis of toe phalanx,no
HP:0004349,HP:0009341,t,t,t,reduced bone mineral density,ivory epiphysis of the distal phalanx of the 3rd finger,no
HP:0004349,HP:0010388,t,t,t,reduced bone mineral density,patchy sclerosis of 5th toe phalanx,no
HP:0004349,HP:0009681,t,t,t,reduced bone mineral density,ivory epiphysis of the distal phalanx of the thumb,no
HP:0004349,HP:0009634,t,t,t,reduced bone mineral density,patchy sclerosis of the proximal phalanx of the thumb,no
HP:0004349,HP:0010234,t,t,t,reduced bone mineral density,ivory epiphyses of the phalanges of the hand,no
HP:0004349,HP:0010376,t,t,t,reduced bone mineral density,patchy sclerosis of 4th toe phalanx,no
HP:0004349,HP:0009267,t,t,t,reduced bone mineral density,ivory epiphysis of the proximal phalanx of the 4th finger,no
HP:0004349,HP:0009434,t,t,t,reduced bone mineral density,patchy sclerosis of the middle phalanx of the 3rd finger,no
HP:0004349,HP:0100941,t,t,t,reduced bone mineral density,sclerosis of the distal phalanx of the 4th toe,no
HP:0004349,HP:0100465,t,t,t,reduced bone mineral density,patchy sclerosis of the proximal phalanx of the 4th toe,no
HP:0004349,HP:0100902,t,t,t,reduced bone mineral density,sclerosis of the distal phalanx of the 4th finger,no
HP:0004349,HP:0010352,t,t,t,reduced bone mineral density,patchy sclerosis of 2nd toe phalanx,no
HP:0004349,HP:0004054,t,t,t,reduced bone mineral density,sclerosis of hand bone,yes
HP:0004349,HP:0009231,t,t,t,reduced bone mineral density,patchy sclerosis of the proximal phalanx of the 5th finger,no
HP:0004349,HP:0010021,t,t,t,reduced bone mineral density,ivory epiphysis of the 1st metacarpal,no
HP:0004349,HP:0004241,t,t,t,reduced bone mineral density,stippled calcification in carpal bones,no
HP:0004349,HP:0009406,t,t,t,reduced bone mineral density,patchy sclerosis of 4th finger phalanx,no
HP:0004349,HP:0010208,t,t,t,reduced bone mineral density,patchy sclerosis of proximal toe phalanx,no
HP:0004349,HP:0100923,t,t,t,reduced bone mineral density,clavicular sclerosis,no
HP:0004349,HP:0002694,t,t,t,reduced bone mineral density,sclerosis of skull base,no
HP:0004349,HP:0100946,t,t,t,reduced bone mineral density,sclerosis of proximal toe phalanx,no
HP:0004349,HP:0100907,t,t,t,reduced bone mineral density,sclerosis of the middle phalanx of the 5th finger,no
HP:0004349,HP:0100931,t,t,t,reduced bone mineral density,sclerosis of the proximal phalanx of the 2nd toe,no
HP:0004349,HP:0100932,t,t,t,reduced bone mineral density,sclerosis of the proximal phalanx of the 3rd toe,no
HP:0004349,HP:0005686,t,t,t,reduced bone mineral density,patchy osteosclerosis,no
HP:0004349,HP:0100933,t,t,t,reduced bone mineral density,sclerosis of the proximal phalanx of the 4th toe,no
HP:0004349,HP:0009377,t,t,t,reduced bone mineral density,patchy sclerosis of 5th finger phalanx,no
HP:0004349,HP:0009655,t,t,t,reduced bone mineral density,patchy sclerosis of thumb phalanx,no
HP:0004349,HP:0100934,t,t,t,reduced bone mineral density,sclerosis of the proximal phalanx of the 5th toe,no
HP:0004349,HP:0100935,t,t,t,reduced bone mineral density,sclerosis of the middle phalanx of the 2nd toe,no
HP:0004349,HP:0009191,t,t,t,reduced bone mineral density,ivory epiphyses of the metacarpals,no
HP:0004349,HP:0100910,t,t,t,reduced bone mineral density,sclerosis of the proximal phalanx of the 4th finger,no
HP:0004349,HP:0005464,t,t,t,reduced bone mineral density,craniofacial osteosclerosis,yes
HP:0004349,HP:0100937,t,t,t,reduced bone mineral density,sclerosis of the middle phalanx of the 4th toe,no
