hpo_id1,hpo_term1,hpo_id2,hpo_term2,inverse_verified_by_llm
HP:0410389,"Decreased proportion of central memory CD8-positive, alpha-beta T cells",HP:0410396,"Increased proportion of central memory CD8-positive, alpha-beta T cells",yes
HP:0410390,"Decreased proportion of effector memory CD8-positive, alpha-beta T cells",HP:0410395,"Increased proportion of effector memory CD8-positive, alpha-beta T cells",yes
HP:0430047,Large joint hypermobilty,HP:0430046,Small joint hypermobilty,no
HP:0430073,Decreased circulating beta-carotene concentration,HP:0430074,Increased circulating beta-carotene concentration,yes
HP:0500076,Alternating hypertropia,HP:0500078,Alternating hypotropia,no
HP:0500077,Alternating hyperphoria,HP:0500079,Alternating hypophoria,yes
HP:0500134,Hypertryptophanemia,HP:0500135,Hypotryptophanemia,yes
HP:0500149,Hyperglutamatemia,HP:0500150,Hypoglutamatemia,yes
HP:0500151,Hypercystinemia,HP:0500152,Hypocystinemia,yes
HP:0500156,Hyperasparaginemia,HP:0500157,Hypoasparaginemia,yes
HP:0500161,Increased circulating carnosine concentration,HP:0500162,Decreased circulating carnosine concentration,yes
HP:0500181,Hypertaurinemia,HP:0500182,Hypotaurinemia,yes
HP:0500187,Increased CSF valine concentration,HP:0500188,Decreased CSF valine concentration,yes
HP:0500190,Decreased CSF leucine concentration,HP:0500191,Increased CSF leucine concentration,yes
HP:0500193,Increased CSF isoleucine concentration,HP:0500194,Decreased CSF isoleucine concentration,yes
HP:0500197,Increased CSF glutamine concentration,HP:0500198,Decreased CSF glutamine concentration,yes
HP:0500200,Increased CSF glutamate concentration,HP:0500201,Decreased CSF glutamate concentration,yes
HP:0500203,Increased CSF arginine concentration,HP:0500204,Decreased CSF arginine concentration,yes
HP:0500207,Decreased CSF lysine concentration,HP:0500208,Increased CSF lysine concentration,yes
HP:0500213,Decreased CSF threonine concentration,HP:0500212,Increased CSF threonine concentration,yes
HP:0500221,Decreased CSF tyrosine concentration,HP:0500220,Increased CSF tyrosine concentration,yes
HP:0500223,Increased CSF phenylalanine concentration,HP:0500224,Decreased CSF phenylalanine concentration,yes
HP:0500227,Increased CSF serine concentration,HP:0500228,Decreased CSF serine concentration,yes
HP:0500233,Increased CSF alanine concentration,HP:0500234,Decreased CSF alanine concentration,yes
HP:0500236,Increased CSF histidine concentration,HP:0500237,Decreased CSF histidine concentration,yes
HP:0500266,"Decreased proportion of CD8-positive, alpha-beta TEMRA T cells",HP:0500265,"Increased proportion of CD8-positive, alpha-beta TEMRA T cells",yes
HP:0500270,Increased proportion of gamma-delta T cells,HP:0500271,Decreased proportion of gamma-delta T cells,yes
HP:0500273,Increased proportion of immature gamma-delta T cells,HP:0500274,Decreased proportion of immature gamma-delta T cells,yes
HP:4000050,Open fracture,HP:4000051,Closed fracture,yes
HP:4000158,Typified by high penetrance,HP:4000160,Typified by low penetrance,yes
HP:5200320,Diminishment of relationship seeking,HP:5200315,Amplification of relationship seeking,yes
HP:5200321,Amplification of sexual behavior,HP:5200327,Diminishment of sexual behavior,yes
HP:5200328,Diminishment of emotional expression,HP:5200322,Amplification of emotional expression,yes
HP:5201000,Incomplete unilateral cleft lip,HP:5201001,Complete unilateral cleft lip,no
HP:5201003,Complete cleft hard palate,HP:5201004,Incomplete cleft hard palate,yes
HP:5201003,Complete cleft hard palate,HP:5201005,Complete cleft soft palate,no
HP:5201004,Incomplete cleft hard palate,HP:5201006,Incomplete cleft soft palate,no
HP:5201005,Complete cleft soft palate,HP:5201006,Incomplete cleft soft palate,yes
HP:5201007,Incomplete cleft maxillary alveolar ridge,HP:5201008,Complete cleft maxillary alveolar ridge,yes
HP:5201011,Complete bilateral cleft lip,HP:5201012,Incomplete bilateral cleft lip,no
HP:6000126,Decreased urinary bile acid level,HP:6000523,Increased urinary bile acid level,yes
HP:6000244,Decreased circulating thyroglobulin concentration,HP:0025484,Increased circulating thyroglobulin concentration,yes
HP:6000674,Decreased CSF N-acetylaspartic acid concentration,HP:0032274,Increased CSF N-acetylaspartic acid concentration,yes
HP:6000680,Low serum osmolality,HP:6000681,High serum osmolality,yes
HP:6000885,Enlarged radial head,HP:0003997,Hypoplastic radial head,yes
