hpo_id1,hpo_term1,hpo_id2,hpo_term2,strict,inverse_verified_by_llm
HP:0009667,Enlarged epiphysis of the proximal phalanx of the thumb,HP:0009672,Small epiphysis of the proximal phalanx of the thumb,t,yes
HP:0009667,Enlarged epiphysis of the proximal phalanx of the thumb,HP:0009683,Small epiphysis of the distal phalanx of the thumb,t,no
HP:0009667,Enlarged epiphysis of the proximal phalanx of the thumb,HP:0009694,Small thumb epiphysis,t,yes
HP:0009667,Enlarged epiphysis of the proximal phalanx of the thumb,HP:0010236,Small epiphyses of the phalanges of the hand,t,no
HP:0009667,Enlarged epiphysis of the proximal phalanx of the thumb,HP:0010254,Small epiphyses of the distal phalanges of the hand,t,no
HP:0009667,Enlarged epiphysis of the proximal phalanx of the thumb,HP:0010265,Small epiphyses of the middle phalanges of the hand,t,no
HP:0009667,Enlarged epiphysis of the proximal phalanx of the thumb,HP:0010276,Small epiphyses of the proximal phalanges of the hand,t,no
HP:0009672,Small epiphysis of the proximal phalanx of the thumb,HP:0009678,Enlarged epiphysis of the distal phalanx of the thumb,t,no
HP:0009672,Small epiphysis of the proximal phalanx of the thumb,HP:0009689,Enlarged thumb epiphysis,t,yes
HP:0009672,Small epiphysis of the proximal phalanx of the thumb,HP:0010231,Enlarged epiphyses of the phalanges of the hand,t,no
HP:0009672,Small epiphysis of the proximal phalanx of the thumb,HP:0010249,Enlarged epiphyses of the distal phalanges of the hand,t,no
HP:0009672,Small epiphysis of the proximal phalanx of the thumb,HP:0010260,Enlarged epiphyses of the middle phalanges of the hand,t,no
HP:0009672,Small epiphysis of the proximal phalanx of the thumb,HP:0010271,Enlarged epiphyses of the proximal phalanges of the hand,t,no
HP:0009678,Enlarged epiphysis of the distal phalanx of the thumb,HP:0009683,Small epiphysis of the distal phalanx of the thumb,t,yes
HP:0009678,Enlarged epiphysis of the distal phalanx of the thumb,HP:0009694,Small thumb epiphysis,t,yes
HP:0009678,Enlarged epiphysis of the distal phalanx of the thumb,HP:0010236,Small epiphyses of the phalanges of the hand,t,no
HP:0009678,Enlarged epiphysis of the distal phalanx of the thumb,HP:0010254,Small epiphyses of the distal phalanges of the hand,t,no
HP:0009678,Enlarged epiphysis of the distal phalanx of the thumb,HP:0010265,Small epiphyses of the middle phalanges of the hand,t,no
HP:0009678,Enlarged epiphysis of the distal phalanx of the thumb,HP:0010276,Small epiphyses of the proximal phalanges of the hand,t,no
HP:0009683,Small epiphysis of the distal phalanx of the thumb,HP:0009689,Enlarged thumb epiphysis,t,yes
HP:0009683,Small epiphysis of the distal phalanx of the thumb,HP:0010231,Enlarged epiphyses of the phalanges of the hand,t,no
HP:0009683,Small epiphysis of the distal phalanx of the thumb,HP:0010249,Enlarged epiphyses of the distal phalanges of the hand,t,no
HP:0009683,Small epiphysis of the distal phalanx of the thumb,HP:0010260,Enlarged epiphyses of the middle phalanges of the hand,t,no
HP:0009683,Small epiphysis of the distal phalanx of the thumb,HP:0010271,Enlarged epiphyses of the proximal phalanges of the hand,t,no
HP:0009689,Enlarged thumb epiphysis,HP:0009694,Small thumb epiphysis,t,yes
HP:0009689,Enlarged thumb epiphysis,HP:0010236,Small epiphyses of the phalanges of the hand,t,no
HP:0009689,Enlarged thumb epiphysis,HP:0010254,Small epiphyses of the distal phalanges of the hand,t,no
HP:0009689,Enlarged thumb epiphysis,HP:0010265,Small epiphyses of the middle phalanges of the hand,t,no
HP:0009689,Enlarged thumb epiphysis,HP:0010276,Small epiphyses of the proximal phalanges of the hand,t,no
HP:0009694,Small thumb epiphysis,HP:0010231,Enlarged epiphyses of the phalanges of the hand,t,yes
HP:0009694,Small thumb epiphysis,HP:0010249,Enlarged epiphyses of the distal phalanges of the hand,t,yes
HP:0009694,Small thumb epiphysis,HP:0010260,Enlarged epiphyses of the middle phalanges of the hand,t,no
HP:0009694,Small thumb epiphysis,HP:0010271,Enlarged epiphyses of the proximal phalanges of the hand,t,no
HP:0009804,Tooth agenesis,HP:0011069,Supernumerary tooth,t,yes
HP:0009882,Short distal phalanx of finger,HP:0012299,Long distal phalanx of finger,t,yes
HP:0009932,Single naris,HP:0009934,Supernumerary naris,t,yes
HP:0010018,Enlarged epiphysis of the 1st metacarpal,HP:0010023,Small epiphysis of the 1st metacarpal,t,yes
HP:0010049,Short metacarpal,HP:0010493,Long metacarpals,t,yes
HP:0010116,Enlarged epiphyses of the hallux,HP:0010121,Small epiphyses of the hallux,t,yes
HP:0010116,Enlarged epiphyses of the hallux,HP:0010135,Small epiphysis of the proximal phalanx of the hallux,t,no
HP:0010116,Enlarged epiphyses of the hallux,HP:0010146,Small epiphysis of the distal phalanx of the hallux,t,yes
HP:0010116,Enlarged epiphyses of the hallux,HP:0010170,Small epiphyses of the toes,t,no
HP:0010116,Enlarged epiphyses of the hallux,HP:0010585,Small epiphyses,t,no
HP:0010116,Enlarged epiphyses of the hallux,HP:0100052,Small epiphyses of the 2nd toe,t,no
HP:0010116,Enlarged epiphyses of the hallux,HP:0100063,Small epiphyses of the 3rd toe,t,no
HP:0010116,Enlarged epiphyses of the hallux,HP:0100074,Small epiphyses of the 4th toe,t,no
HP:0010116,Enlarged epiphyses of the hallux,HP:0100085,Small epiphyses of the 5th toe,t,no
HP:0010116,Enlarged epiphyses of the hallux,HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,t,no
HP:0010116,Enlarged epiphyses of the hallux,HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,t,no
HP:0010116,Enlarged epiphyses of the hallux,HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,t,no
HP:0010116,Enlarged epiphyses of the hallux,HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,t,no
HP:0010116,Enlarged epiphyses of the hallux,HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0010116,Enlarged epiphyses of the hallux,HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0010116,Enlarged epiphyses of the hallux,HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,t,no
HP:0010116,Enlarged epiphyses of the hallux,HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,t,no
HP:0010116,Enlarged epiphyses of the hallux,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0010116,Enlarged epiphyses of the hallux,HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,t,no
HP:0010116,Enlarged epiphyses of the hallux,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,t,no
HP:0010116,Enlarged epiphyses of the hallux,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0010121,Small epiphyses of the hallux,HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,t,no
HP:0010121,Small epiphyses of the hallux,HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,t,no
HP:0010121,Small epiphyses of the hallux,HP:0010165,Enlarged epiphyses of the toes,t,no
HP:0010121,Small epiphyses of the hallux,HP:0010580,Enlarged epiphyses,t,no
HP:0010121,Small epiphyses of the hallux,HP:0100047,Enlarged epiphyses of the 2nd toe,t,no
HP:0010121,Small epiphyses of the hallux,HP:0100058,Enlarged epiphyses of the 3rd toe,t,no
HP:0010121,Small epiphyses of the hallux,HP:0100069,Enlarged epiphyses of the 4th toe,t,no
HP:0010121,Small epiphyses of the hallux,HP:0100080,Enlarged epiphyses of the 5th toe,t,no
HP:0010121,Small epiphyses of the hallux,HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,t,no
HP:0010121,Small epiphyses of the hallux,HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,t,no
HP:0010121,Small epiphyses of the hallux,HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,t,no
HP:0010121,Small epiphyses of the hallux,HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,t,no
HP:0010121,Small epiphyses of the hallux,HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0010121,Small epiphyses of the hallux,HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0010121,Small epiphyses of the hallux,HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,t,no
HP:0010121,Small epiphyses of the hallux,HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,t,no
HP:0010121,Small epiphyses of the hallux,HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0010121,Small epiphyses of the hallux,HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,t,no
HP:0010121,Small epiphyses of the hallux,HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,t,no
HP:0010121,Small epiphyses of the hallux,HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,HP:0010135,Small epiphysis of the proximal phalanx of the hallux,t,yes
HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,HP:0010146,Small epiphysis of the distal phalanx of the hallux,t,no
HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,HP:0010170,Small epiphyses of the toes,t,no
HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,HP:0010585,Small epiphyses,t,no
HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,HP:0100052,Small epiphyses of the 2nd toe,t,no
HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,HP:0100063,Small epiphyses of the 3rd toe,t,no
HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,HP:0100074,Small epiphyses of the 4th toe,t,no
HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,HP:0100085,Small epiphyses of the 5th toe,t,no
HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,t,no
HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,t,no
HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,t,no
HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,t,no
HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,t,no
HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,t,no
HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,t,no
HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,t,no
HP:0010130,Enlarged epiphysis of the proximal phalanx of the hallux,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0010135,Small epiphysis of the proximal phalanx of the hallux,HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,t,no
HP:0010135,Small epiphysis of the proximal phalanx of the hallux,HP:0010165,Enlarged epiphyses of the toes,t,no
HP:0010135,Small epiphysis of the proximal phalanx of the hallux,HP:0010580,Enlarged epiphyses,t,no
HP:0010135,Small epiphysis of the proximal phalanx of the hallux,HP:0100047,Enlarged epiphyses of the 2nd toe,t,no
HP:0010135,Small epiphysis of the proximal phalanx of the hallux,HP:0100058,Enlarged epiphyses of the 3rd toe,t,no
HP:0010135,Small epiphysis of the proximal phalanx of the hallux,HP:0100069,Enlarged epiphyses of the 4th toe,t,no
HP:0010135,Small epiphysis of the proximal phalanx of the hallux,HP:0100080,Enlarged epiphyses of the 5th toe,t,no
HP:0010135,Small epiphysis of the proximal phalanx of the hallux,HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,t,no
HP:0010135,Small epiphysis of the proximal phalanx of the hallux,HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,t,no
HP:0010135,Small epiphysis of the proximal phalanx of the hallux,HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,t,no
HP:0010135,Small epiphysis of the proximal phalanx of the hallux,HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,t,no
HP:0010135,Small epiphysis of the proximal phalanx of the hallux,HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0010135,Small epiphysis of the proximal phalanx of the hallux,HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0010135,Small epiphysis of the proximal phalanx of the hallux,HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,t,no
HP:0010135,Small epiphysis of the proximal phalanx of the hallux,HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,t,no
HP:0010135,Small epiphysis of the proximal phalanx of the hallux,HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0010135,Small epiphysis of the proximal phalanx of the hallux,HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,t,no
HP:0010135,Small epiphysis of the proximal phalanx of the hallux,HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,t,no
HP:0010135,Small epiphysis of the proximal phalanx of the hallux,HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,HP:0010146,Small epiphysis of the distal phalanx of the hallux,t,yes
HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,HP:0010170,Small epiphyses of the toes,t,no
HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,HP:0010585,Small epiphyses,t,no
HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,HP:0100052,Small epiphyses of the 2nd toe,t,no
HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,HP:0100063,Small epiphyses of the 3rd toe,t,no
HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,HP:0100074,Small epiphyses of the 4th toe,t,no
HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,HP:0100085,Small epiphyses of the 5th toe,t,no
HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,t,no
HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,t,no
HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,t,no
HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,t,no
HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,t,no
HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,t,no
HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,t,no
HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,t,no
HP:0010141,Enlarged epiphysis of the distal phalanx of the hallux,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0010146,Small epiphysis of the distal phalanx of the hallux,HP:0010165,Enlarged epiphyses of the toes,t,no
HP:0010146,Small epiphysis of the distal phalanx of the hallux,HP:0010580,Enlarged epiphyses,t,no
HP:0010146,Small epiphysis of the distal phalanx of the hallux,HP:0100047,Enlarged epiphyses of the 2nd toe,t,no
HP:0010146,Small epiphysis of the distal phalanx of the hallux,HP:0100058,Enlarged epiphyses of the 3rd toe,t,no
HP:0010146,Small epiphysis of the distal phalanx of the hallux,HP:0100069,Enlarged epiphyses of the 4th toe,t,no
HP:0010146,Small epiphysis of the distal phalanx of the hallux,HP:0100080,Enlarged epiphyses of the 5th toe,t,no
HP:0010146,Small epiphysis of the distal phalanx of the hallux,HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,t,no
HP:0010146,Small epiphysis of the distal phalanx of the hallux,HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,t,no
HP:0010146,Small epiphysis of the distal phalanx of the hallux,HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,t,no
HP:0010146,Small epiphysis of the distal phalanx of the hallux,HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,t,no
HP:0010146,Small epiphysis of the distal phalanx of the hallux,HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0010146,Small epiphysis of the distal phalanx of the hallux,HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0010146,Small epiphysis of the distal phalanx of the hallux,HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,t,no
HP:0010146,Small epiphysis of the distal phalanx of the hallux,HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,t,no
HP:0010146,Small epiphysis of the distal phalanx of the hallux,HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0010146,Small epiphysis of the distal phalanx of the hallux,HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,t,no
HP:0010146,Small epiphysis of the distal phalanx of the hallux,HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,t,no
HP:0010146,Small epiphysis of the distal phalanx of the hallux,HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0010152,Enlarged epiphysis of the 1st metatarsal,HP:0010157,Small epiphysis of the 1st metatarsal,t,yes
HP:0010165,Enlarged epiphyses of the toes,HP:0010170,Small epiphyses of the toes,t,yes
HP:0010165,Enlarged epiphyses of the toes,HP:0010585,Small epiphyses,t,yes
HP:0010165,Enlarged epiphyses of the toes,HP:0100052,Small epiphyses of the 2nd toe,t,no
HP:0010165,Enlarged epiphyses of the toes,HP:0100063,Small epiphyses of the 3rd toe,t,no
HP:0010165,Enlarged epiphyses of the toes,HP:0100074,Small epiphyses of the 4th toe,t,no
HP:0010165,Enlarged epiphyses of the toes,HP:0100085,Small epiphyses of the 5th toe,t,no
HP:0010165,Enlarged epiphyses of the toes,HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,t,no
HP:0010165,Enlarged epiphyses of the toes,HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,t,no
HP:0010165,Enlarged epiphyses of the toes,HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,t,no
HP:0010165,Enlarged epiphyses of the toes,HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,t,no
HP:0010165,Enlarged epiphyses of the toes,HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0010165,Enlarged epiphyses of the toes,HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0010165,Enlarged epiphyses of the toes,HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,t,no
HP:0010165,Enlarged epiphyses of the toes,HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,t,no
HP:0010165,Enlarged epiphyses of the toes,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0010165,Enlarged epiphyses of the toes,HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,t,no
HP:0010165,Enlarged epiphyses of the toes,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,t,yes
HP:0010165,Enlarged epiphyses of the toes,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0010170,Small epiphyses of the toes,HP:0010580,Enlarged epiphyses,t,no
HP:0010170,Small epiphyses of the toes,HP:0100047,Enlarged epiphyses of the 2nd toe,t,yes
HP:0010170,Small epiphyses of the toes,HP:0100058,Enlarged epiphyses of the 3rd toe,t,yes
HP:0010170,Small epiphyses of the toes,HP:0100069,Enlarged epiphyses of the 4th toe,t,no
HP:0010170,Small epiphyses of the toes,HP:0100080,Enlarged epiphyses of the 5th toe,t,no
HP:0010170,Small epiphyses of the toes,HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,t,no
HP:0010170,Small epiphyses of the toes,HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,t,no
HP:0010170,Small epiphyses of the toes,HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,t,no
HP:0010170,Small epiphyses of the toes,HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,t,no
HP:0010170,Small epiphyses of the toes,HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0010170,Small epiphyses of the toes,HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0010170,Small epiphyses of the toes,HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,t,no
HP:0010170,Small epiphyses of the toes,HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,t,no
HP:0010170,Small epiphyses of the toes,HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0010170,Small epiphyses of the toes,HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,t,no
HP:0010170,Small epiphyses of the toes,HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,t,no
HP:0010170,Small epiphyses of the toes,HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0010231,Enlarged epiphyses of the phalanges of the hand,HP:0010236,Small epiphyses of the phalanges of the hand,t,yes
HP:0010231,Enlarged epiphyses of the phalanges of the hand,HP:0010254,Small epiphyses of the distal phalanges of the hand,t,no
HP:0010231,Enlarged epiphyses of the phalanges of the hand,HP:0010265,Small epiphyses of the middle phalanges of the hand,t,no
HP:0010231,Enlarged epiphyses of the phalanges of the hand,HP:0010276,Small epiphyses of the proximal phalanges of the hand,t,no
HP:0010236,Small epiphyses of the phalanges of the hand,HP:0010249,Enlarged epiphyses of the distal phalanges of the hand,t,no
HP:0010236,Small epiphyses of the phalanges of the hand,HP:0010260,Enlarged epiphyses of the middle phalanges of the hand,t,yes
HP:0010236,Small epiphyses of the phalanges of the hand,HP:0010271,Enlarged epiphyses of the proximal phalanges of the hand,t,no
HP:0010249,Enlarged epiphyses of the distal phalanges of the hand,HP:0010254,Small epiphyses of the distal phalanges of the hand,t,yes
HP:0010249,Enlarged epiphyses of the distal phalanges of the hand,HP:0010265,Small epiphyses of the middle phalanges of the hand,t,no
HP:0010249,Enlarged epiphyses of the distal phalanges of the hand,HP:0010276,Small epiphyses of the proximal phalanges of the hand,t,no
HP:0010254,Small epiphyses of the distal phalanges of the hand,HP:0010260,Enlarged epiphyses of the middle phalanges of the hand,t,no
HP:0010254,Small epiphyses of the distal phalanges of the hand,HP:0010271,Enlarged epiphyses of the proximal phalanges of the hand,t,no
HP:0010260,Enlarged epiphyses of the middle phalanges of the hand,HP:0010265,Small epiphyses of the middle phalanges of the hand,t,yes
HP:0010260,Enlarged epiphyses of the middle phalanges of the hand,HP:0010276,Small epiphyses of the proximal phalanges of the hand,t,no
HP:0010265,Small epiphyses of the middle phalanges of the hand,HP:0010271,Enlarged epiphyses of the proximal phalanges of the hand,t,no
HP:0010271,Enlarged epiphyses of the proximal phalanges of the hand,HP:0010276,Small epiphyses of the proximal phalanges of the hand,t,yes
HP:0010442,Polydactyly,HP:0012165,Oligodactyly,t,yes
HP:0010473,Porphyrinuria,HP:0034869,Reduced erythrocyte free porphyrin concentration,t,yes
HP:0010514,Hyperpituitarism,HP:0040075,Hypopituitarism,t,yes
HP:0010569,Elevated circulating 7-dehydrocholesterol concentration,HP:0034935,Decreased circulating 7-dehydrocholesterol concentration,t,yes
HP:0010580,Enlarged epiphyses,HP:0010585,Small epiphyses,t,yes
HP:0010580,Enlarged epiphyses,HP:0100052,Small epiphyses of the 2nd toe,t,no
HP:0010580,Enlarged epiphyses,HP:0100063,Small epiphyses of the 3rd toe,t,no
HP:0010580,Enlarged epiphyses,HP:0100074,Small epiphyses of the 4th toe,t,no
HP:0010580,Enlarged epiphyses,HP:0100085,Small epiphyses of the 5th toe,t,no
HP:0010580,Enlarged epiphyses,HP:0100108,Small epiphysis of the distal phalanx of the 2nd toe,t,no
HP:0010580,Enlarged epiphyses,HP:0100119,Small epiphysis of the middle phalanx of the 2nd toe,t,yes
HP:0010580,Enlarged epiphyses,HP:0100130,Small epiphysis of the proximal phalanx of the 2nd toe,t,yes
HP:0010580,Enlarged epiphyses,HP:0100143,Small epiphysis of the distal phalanx of the 3rd toe,t,yes
HP:0010580,Enlarged epiphyses,HP:0100154,Small epiphysis of the middle phalanx of the 3rd toe,t,yes
HP:0010580,Enlarged epiphyses,HP:0100165,Small epiphysis of the proximal phalanx of the 3rd toe,t,yes
HP:0010580,Enlarged epiphyses,HP:0100177,Small epiphysis of the distal phalanx of the 4th toe,t,no
HP:0010580,Enlarged epiphyses,HP:0100188,Small epiphysis of the middle phalanx of the 4th toe,t,yes
HP:0010580,Enlarged epiphyses,HP:0100199,Small epiphysis of the proximal phalanx of the 4th toe,t,yes
HP:0010580,Enlarged epiphyses,HP:0100210,Small epiphysis of the distal phalanx of the 5th toe,t,no
HP:0010580,Enlarged epiphyses,HP:0100221,Small epiphysis of the middle phalanx of the 5th toe,t,yes
HP:0010580,Enlarged epiphyses,HP:0100232,Small epiphysis of the proximal phalanx of the 5th toe,t,no
HP:0010585,Small epiphyses,HP:0100047,Enlarged epiphyses of the 2nd toe,t,no
HP:0010585,Small epiphyses,HP:0100058,Enlarged epiphyses of the 3rd toe,t,no
HP:0010585,Small epiphyses,HP:0100069,Enlarged epiphyses of the 4th toe,t,no
HP:0010585,Small epiphyses,HP:0100080,Enlarged epiphyses of the 5th toe,t,no
HP:0010585,Small epiphyses,HP:0100103,Enlarged epiphysis of the distal phalanx of the 2nd toe,t,no
HP:0010585,Small epiphyses,HP:0100114,Enlarged epiphysis of the middle phalanx of the 2nd toe,t,no
HP:0010585,Small epiphyses,HP:0100125,Enlarged epiphysis of the proximal phalanx of the 2nd toe,t,no
HP:0010585,Small epiphyses,HP:0100138,Enlarged epiphysis of the distal phalanx of the 3rd toe,t,no
HP:0010585,Small epiphyses,HP:0100149,Enlarged epiphysis of the middle phalanx of the 3rd toe,t,no
HP:0010585,Small epiphyses,HP:0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,t,no
HP:0010585,Small epiphyses,HP:0100172,Enlarged epiphysis of the distal phalanx of the 4th toe,t,no
HP:0010585,Small epiphyses,HP:0100183,Enlarged epiphysis of the middle phalanx of the 4th toe,t,no
HP:0010585,Small epiphyses,HP:0100194,Enlarged epiphysis of the proximal phalanx of the 4th toe,t,no
HP:0010585,Small epiphyses,HP:0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,t,no
HP:0010585,Small epiphyses,HP:0100216,Enlarged epiphysis of the middle phalanx of the 5th toe,t,no
HP:0010585,Small epiphyses,HP:0100227,Enlarged epiphysis of the proximal phalanx of the 5th toe,t,no
